1-isopropylnaphthalene,2-isopropylnaphthalene,2-methyl-1-ethylnaphthalene,1-methyl-2-ethylnaphthalene,2-methyl-3-ethylnaphthalene,1-methyl-3-ethylnaphthalene,1-methyl-4-ethylnaphthalene,2-methyl-4-ethylnaphthalene,1-methyl-5-ethylnaphthalene,2-methyl-5-ethylnaphthalene,2-methyl-6-ethylnaphthalene,1-methyl-6-ethylnaphthalene,1-methyl-7-ethylnaphthalene,2-methyl-7-ethylnaphthalene,2-methyl-8-ethylnaphthalene,1-methyl-8-ethylnaphthalene,2-propylnaphthalene,1-propylnaphthalene,"1,2,6-trimethylnaphthalene","1,4,6-trimethylnaphthalene","1,2,3-trimethylnaphthalene","2,3,6-trimethylnaphthalene","1,2,4-trimethylnaphthalene","1,2,5-trimethylnaphthalene","1,6,7-trimethylnaphthalene","1,2,7-trimethylnaphthalene","1,2,8-trimethylnaphthalene","1,3,5-trimethylnaphthalene","1,3,6-trimethylnaphthalene","1,3,8-trimethylnaphthalene","1,4,5-trimethylnaphthalene","1,3,7-trimethylnaphthalene"
4.079718225000001,4.312971690000001,3.559075520000001,3.5588628075000006,3.7917913150000007,3.7913276050000007,3.559768712500001,3.791714030000001,3.5597587025000013,3.791873930000001,4.023337402500001,3.7912103450000005,3.7911117400000003,4.022938725000001,3.7913915650000005,3.5567957425000007,2.5701456375000005,2.3389822812500007,5.530875795000001,5.5314552187500015,5.299189192500001,5.764576291250001,5.299237650000001,5.299047547500002,5.531427997500001,5.530358591250001,5.295771075000001,5.531552437500001,5.763332557500002,5.526022635,5.295815805000001,5.763174558750001
