1-butylnaphthalene,2-butylnaphthalene,"1,7-diethylnaphthalene","2,3-diethylnaphthalene","1,4-diethylnaphthalene","1,2-diethylnaphthalene","1,6-diethylnaphthalene","4,6-dimethyl-1-ethylnaphthalene","2,4-dimethyl-1-ethylnaphthalene","2,5-dimethyl-3-ethylnaphthalene","1,2-dimethyl-4-ethylnaphthalene","1,3-dimethyl-5-ethylnaphthalene","1,4-dimethyl-5-ethylnaphthalene","1,3-dimethyl-6-ethylnaphthalene","1,4-dimethyl-6-ethylnaphthalene","1,2-dimethyl-7-ethylnaphthalene",2-isobutylnaphthalene,1-isobutylnaphthalene,2-methyl-1-isopropylnaphthalene,2-methyl-1-propylnaphthalene,3-methyl-2-isopropylnaphthalene,3-methyl-2-propylnaphthalene,1-methyl-2-propylnaphthalene,1-methyl-3-isopropylnaphthalene,1-methyl-4-isopropylnaphthalene,1-methyl-6-isopropylnaphthalene,1-methyl-7-isopropylnaphthalene,2-methyl-8-isopropylnaphthalene,2-sec-butylnaphthalene,1-sec-butylnaphthalene,2-tert-butylnaphthalene,1-tert-butylnaphthalene,"1,3,5,8-tetramethylnaphthalene","1,2,4,6-tetramethylnaphthalene","1,2,3,6-tetramethylnaphthalene","1,4,5,8-tetramethylnaphthalene","1,2,3,4-tetramethylnaphthalene","1,2,5,8-tetramethylnaphthalene","1,2,4,7-tetramethylnaphthalene","1,2,5,6-tetramethylnaphthalene","1,4,6,7-tetramethylnaphthalene","1,2,6,8-tetramethylnaphthalene","1,2,4,8-tetramethylnaphthalene","1,3,6,7-tetramethylnaphthalene","2,3,6,7-tetramethylnaphthalene"
2.379761051250001,2.6151822400000007,3.326334270000001,3.3267185700000015,3.09193922,3.0912027850000006,3.3260673950000013,5.0975437975,4.860760080000001,5.098355377500001,4.860126466250001,5.098142665000001,4.857607617500001,5.3314096425000015,5.096319882500001,5.095989360000001,4.619843116250001,4.386726290000001,5.389834271250002,3.6190779625000005,5.626645290000002,3.856777650000001,3.619405611250001,5.6285159175000015,5.3903984550000015,5.6276889412500015,5.628089790000001,5.624738550000001,3.859376400000001,3.621473748750001,7.156621500000002,6.916990162500001,6.860795348750002,6.864013736250002,6.863766846250002,6.622620292500002,6.3907949462500016,6.625601417500002,6.864432567500002,6.626930147500002,6.866923511250002,6.860076722500002,6.625665298750001,7.104055920000001,7.103887200000002
