"1,5-dimethylnaphthalene","2,7-dimethylnaphthalene","2,6-dimethylnaphthalene","2,3-dimethylnaphthalene","1,8-dimethylnaphthalene","1,6-dimethylnaphthalene","1,4-dimethylnaphthalene","1,3-dimethylnaphthalene","1,7-dimethylnaphthalene","1,2-dimethylnaphthalene",2-ethylnaphthalene,1-ethylnaphthalene
3.9989578475000007,4.453202882500001,4.4531060375000004,4.226044777500001,3.9949957850000013,4.225946302500001,3.999383575000001,4.226202337500001,4.2261826425,3.998479292500001,2.518705131250001,2.2934359687500008
