heptane,octane,nonane,decane,undecane,dodecane,tridecane,tetradecane,pentadecane,hexadecane,heptadecane,octadecane,nonadecane,eicosane
-0.0039078375000000005,-0.004417548750000002,-0.003284802500000001,-0.003621362500000001,-0.003962207500000001,-0.0043000500000000014,-0.004640227500000001,-0.004979510000000002,-0.002661252500000001,-0.002829308750000001,-0.002999633750000001,-0.003170131250000001,-0.0033381075000000014,-0.003508290000000001
