"2,3-dimethylpentadecane","2,4-dimethylpentadecane","2,2-dimethylpentadecane",2-methylhexadecane,3-methylhexadecane
4.1155918300000005,4.411968461250002,6.226319192500002,2.5403118125000006,1.8693956050000007
