"3,4-dimethylhexane","3,3-dimethylhexane","2,5-dimethylhexane","2,2-dimethylhexane","2,3-dimethylhexane","2,4-dimethylhexane",3-ethyl-2-methylpentane,3-ethylhexane,3-methyl-3-ethylpentane,2-methylheptane,4-methylheptane,3-methylheptane,"2,2,3,3-tetramethylbutane","2,2,3-trimethylpentane","2,3,3-trimethylpentane","2,3,4-trimethylpentane","2,2,4-trimethylpentane"
3.5972589825000014,5.386359275000001,5.300406426250001,6.500736313750002,4.292151525000001,4.602659880000001,3.5951383637500007,1.2505472850000001,4.2694778750000015,2.6482404375000006,1.9504654950000004,1.9488965550000006,12.199723875000002,7.958155920000002,7.543673281250001,6.640238920000002,9.151103025000003
