"3,3-dimethylpentane","2,2-dimethylpentane","2,4-dimethylpentane","2,3-dimethylpentane",3-ethylpentane,3-methylhexane,2-methylhexane,"2,2,3-trimethylbutane"
5.4445870462500014,6.571625220000001,5.363158290000002,4.343107895000001,1.2660711212500002,1.9741083850000007,2.6784848400000003,8.754976327500003
