"2,4-dimethyloctadecane","2,3-dimethyloctadecane","2,2-dimethyloctadecane",3-methylnonadecane,2-methylnonadecane
4.387629172500001,4.091004280000001,6.194446001250002,1.8600383125000004,2.5263000000000004
