"2,2-dimethyldodecane","2,4-dimethyldodecane","2,3-dimethyldodecane",2-methyltridecane,3-methyltridecane
6.2792576800000015,4.452701406250001,4.149477045000001,2.5595863600000004,1.8845912425000007
