"2,2-dimethyltetradecane","2,4-dimethyltetradecane","2,3-dimethyltetradecane",3-methylpentadecane,2-methylpentadecane,"2,2,4,4,6,8,8-heptamethylnonane"
6.2432994000000015,4.422057183750002,4.124999115000001,1.8726490500000004,2.5461258750000004,19.550384640000008
