"3,3-diethylpentane","2,2-dimethyl-3-ethylpentane","2,4-dimethyl-3-ethylpentane","2,3-dimethyl-3-ethylpentane","2,5-dimethylheptane","2,6-dimethylheptane","3,4-dimethylheptane","3,5-dimethylheptane","2,3-dimethylheptane","2,4-dimethylheptane","4,4-dimethylheptane","2,2-dimethylheptane",3-ethyl-2-methylhexane,4-ethyl-2-methylhexane,3-ethyl-3-methylhexane,3-ethyl-4-methylhexane,4-ethylheptane,3-ethylheptane,2-methyloctane,3-methyloctane,4-methyloctane,"2,2,3,3-tetramethylpentane","2,2,3,4-tetramethylpentane","2,3,3,4-tetramethylpentane","2,2,4,4-tetramethylpentane","2,2,5-trimethylhexane","2,2,3-trimethylhexane","2,3,5-trimethylhexane","3,3,4-trimethylhexane","2,3,4-trimethylhexane","2,4,4-trimethylhexane","2,3,3-trimethylhexane","2,2,4-trimethylhexane"
3.126099060000001,7.200986706250001,5.884220160000001,6.369817382500001,4.5630172612500015,5.256278073750001,3.5620902625000013,3.871938180000001,4.257917280000001,4.5622634575,5.337824670000002,6.442251920000002,3.563587562500001,3.871702480000001,4.232805310000001,2.8724042975000006,1.2400242687500003,1.2401582812500003,2.626407468750001,1.9324147837500003,1.9335108650000004,10.990914700000003,10.209757575000001,9.608481985000003,12.881355217500003,9.070694810000003,7.8879445012500025,6.888964792500001,6.783875202500001,5.8896544,7.966688175000002,7.480864393750002,8.384237092500003
