"2,2-dimethylheptadecane","2,4-dimethylheptadecane","2,3-dimethylheptadecane",3-methyloctadecane,2-methyloctadecane
6.212725500000001,4.393385395000001,4.099553665,1.8630762075000005,2.5303537050000005
