"2,2-dimethylhexadecane","2,3-dimethylhexadecane","2,4-dimethylhexadecane",2-methylheptadecane,3-methylheptadecane
6.219652627500002,4.106572020000001,4.404239325000001,2.5350380000000006,1.8668487525000004
