"2,3-dimethyltridecane","2,2-dimethyltridecane","2,4-dimethyltridecane",2-methyltetradecane,3-methyltetradecane
4.136745118750001,6.262215605000002,4.434407537500001,2.5541316000000007,1.8791549050000007
