"3,3-dimethyloctane","4,5-dimethyloctane","3,6-dimethyloctane","3,5-dimethyloctane","4,4-dimethyloctane","3,4-dimethyloctane","2,7-dimethyloctane","2,6-dimethyloctane","2,5-dimethyloctane","2,3-dimethyloctane","2,2-dimethyloctane","2,4-dimethyloctane","3-ethyl-2,2,3-trimethylpentane","3-ethyl-2,2,4-trimethylpentane","4-ethyl-2,2-dimethylhexane","3-ethyl-2,2-dimethylhexane","3-ethyl-2,3,4-trimethylpentane","4-ethyl-2,3-dimethylhexane","3-ethyl-2,3-dimethylhexane","4-ethyl-2,4-dimethylhexane","3-ethyl-2,4-dimethylhexane","3-ethyl-2,5-dimethylhexane",4-ethyl-2-methylheptane,5-ethyl-2-methylheptane,3-ethyl-2-methylheptane,"4-ethyl-3,3-dimethylhexane","3-ethyl-3,4-dimethylhexane",4-ethyl-3-methylheptane,3-ethyl-3-methylheptane,3-ethyl-4-methylheptane,4-ethyl-4-methylheptane,3-ethyl-5-methylheptane,4-ethyloctane,3-ethyloctane,3-isopropyl-2-methylhexane,4-isopropylheptane,3-methylnonane,2-methylnonane,4-methylnonane,5-methylnonane,"2,2,3,4,4-pentamethylpentane","2,2,3,3,4-pentamethylpentane",4-propylheptane,"2,2,4,5-tetramethylhexane","2,2,4,4-tetramethylhexane","2,2,3,3-tetramethylhexane","2,2,3,4-tetramethylhexane","3,3,4,4-tetramethylhexane","2,3,4,4-tetramethylhexane","2,3,3,5-tetramethylhexane","2,3,3,4-tetramethylhexane","2,3,4,5-tetramethylhexane","2,2,5,5-tetramethylhexane","2,2,3,5-tetramethylhexane","2,3,5-trimethylheptane","2,4,5-trimethylheptane","3,4,5-trimethylheptane","3,4,4-trimethylheptane","3,3,5-trimethylheptane","3,3,4-trimethylheptane","2,3,3-trimethylheptane","2,4,6-trimethylheptane","2,4,4-trimethylheptane","2,3,6-trimethylheptane","2,3,4-trimethylheptane","2,2,6-trimethylheptane","2,2,5-trimethylheptane","2,2,3-trimethylheptane","2,5,5-trimethylheptane","2,2,4-trimethylheptane","3,3-diethyl-2-methylpentane","3,3-diethylhexane","3,4-diethylhexane","2,4-dimethyl-3-isopropylpentane"
5.302447096250002,3.5367682612500007,3.8466588562500013,3.842636910000001,5.3013787412500015,3.5364777525,5.215492306250001,4.5318276312500005,4.532687350000002,4.228632490000001,6.3956176662500015,4.532559173750001,9.818338455000003,9.452541896250002,7.635346050000002,7.145831130000002,8.452412340000002,5.162021437500001,6.327857672500002,6.815982195000002,5.156706532500001,6.152235920000001,3.844317802500001,3.844140168750001,3.5376202575000004,6.053808450000001,5.6405692200000015,2.8516956325000007,4.205284200000001,2.851795911250001,4.203146900000001,3.1559346387500002,1.2304931362500005,1.2315515275000002,5.849338842500001,3.5377105837500005,1.9198902225000005,2.6078256000000004,1.9186194225000004,1.9198160925000005,13.729700565000002,13.027907550000004,1.2304498500000003,10.633358790000004,11.699499465000002,10.912045466250003,9.455281871250001,9.81823669875,9.040138562500003,10.038595068750002,8.860011982500001,8.153768273750002,12.793131586250004,10.448191250000004,6.156338417500001,6.147755840000001,5.159954530000001,6.738975300000002,7.2291273600000014,6.743862450000001,7.425458750000002,7.144868791250001,7.911376200000001,6.838058707500002,5.846338662500001,9.005434062500003,8.3205915375,7.8328935300000015,7.909852860000001,8.319902287500001,5.225726221250001,3.1066742775000007,2.1640095425000005,8.151833703750002
