bicyclohexyl,"1,4a-dimethyl-trans-decahydronaphthalene","1-ethyl,cis-decahydronaphthalene",4a-ethyl-cis-decahydronaphthalene,2-ethyl-cis-decahydronaphthalene,1-ethyl-trans-decahydronaphthalene,2-ethyl-trans-decahydronaphthalene
1.9205298237500004,5.824554312500001,2.7433565625000007,3.4201764000000012,3.0133683750000007,2.7452126250000006,3.009095925000001
