1-methyl-cis-decahydronaphthalene,2-methyl-cis-decahydronaphthalene,4a-methyl-cis-decahydronaphthalene,1-methyl-trans-decahydronaphthalene,4a-methyl-trans-decahydronaphthalene,2-methyl-trans-decahydronaphthalene
3.3375732500000006,3.6041492825000003,4.369201680000001,3.334350375000001,4.368088300000001,3.608032018750001
