nC;eta_B_star;eta_B_star_norm;W;Tc;Pc;Vc;rhoc;Zc;omega;Tf;Tfz;Hc;Amu;Bmu;Cmu;Dmu;Arho;Brho;Crho;Asat;Bsat;Csat;Dsat;Esat;Ac;Bc;Cc;Dc;Ak;Bk;Ck;Avap;Bvap;Asigma;Bsigma;DCN
9;4.20193;0.42165531;126.242;621.75;25.82;4.79E-04;264.10;0.239;0.309;305.37;193.11;43.35;-2.9002;589.55;0.0045;-5.72E-06;0.2638;0.2687;0.2857;18.3480;-2667.10;-3.4978;0.0000E+00;0.0000E+00;161.169;0.5155;-1.3425E-03;1.9105E-06;0.1729;-8.2381E-05;-2.1610E-07;55.653;0.380;55.101;1.2222;27.31
9;4.19930;0.42139219;126.242;621.75;25.82;4.79E-04;264.10;0.239;0.309;305.37;193.11;43.35;-2.9002;589.55;0.0045;-5.72E-06;0.2638;0.2659;0.2857;18.3480;-2667.10;-3.4978;0.0000E+00;0.0000E+00;160.359;0.5212;-1.3597E-03;1.9341E-06;0.1729;-8.2381E-05;-2.1610E-07;55.653;0.380;55.101;1.2222;29.49
9;4.20095;0.42155763;126.242;601.27;25.82;4.79E-04;264.10;0.247;0.309;297.04;193.11;43.36;-2.0661;444.76;0.0029;-4.86E-06;0.2638;0.2744;0.2857;18.1700;-2570.60;-3.4572;0.0000E+00;0.0000E+00;156.757;0.5482;-1.4730E-03;2.1143E-06;0.1725;-8.4112E-05;-2.3148E-07;53.732;0.380;54.459;1.2222;29.47
9;4.48665;0.45022709;126.242;614.43;25.82;4.79E-04;264.10;0.242;0.309;302.59;193.11;43.35;-2.6368;542.36;0.0040;-5.48E-06;0.2638;0.2648;0.2857;18.2860;-2632.60;-3.4836;0.0000E+00;0.0000E+00;157.913;0.5390;-1.4242E-03;2.0310E-06;0.1727;-8.2998E-05;-2.2141E-07;54.966;0.380;54.873;1.2222;33.89
9;4.48560;0.45012164;126.242;678.78;25.82;4.79E-04;264.10;0.219;0.309;330.37;193.11;43.32;-4.1685;852.23;0.0066;-6.35E-06;0.2638;0.2848;0.2857;18.8020;-2936.10;-3.5984;0.0000E+00;0.0000E+00;179.126;0.3944;-9.2614E-04;1.2940E-06;0.1738;-7.7675E-05;-1.8078E-07;61.020;0.380;56.820;1.2222;29.60
9;4.48657;0.45021827;126.242;611.51;25.82;4.79E-04;264.10;0.243;0.309;300.93;193.11;43.35;-2.5215;522.18;0.0038;-5.36E-06;0.2638;0.2672;0.2857;18.2600;-2618.80;-3.4778;0.0000E+00;0.0000E+00;157.745;0.5404;-1.4328E-03;2.0463E-06;0.1727;-8.3245E-05;-2.2358E-07;54.692;0.380;54.782;1.2222;29.60
9;4.48520;0.45008086;126.242;604.20;25.82;4.79E-04;264.10;0.246;0.309;298.15;193.11;43.36;-2.2051;468.05;0.0032;-5.02E-06;0.2638;0.2745;0.2857;18.1960;-2584.30;-3.4632;0.0000E+00;0.0000E+00;157.664;0.5414;-1.4475E-03;2.0755E-06;0.1726;-8.3864E-05;-2.2918E-07;54.006;0.380;54.552;1.2222;33.89
9;4.20033;0.42149503;126.242;599.81;25.82;4.79E-04;264.10;0.247;0.309;296.48;193.11;43.36;-1.9936;432.74;0.0027;-4.78E-06;0.2638;0.2751;0.2857;18.1570;-2563.70;-3.4542;0.0000E+00;0.0000E+00;156.489;0.5503;-1.4817E-03;2.1282E-06;0.1725;-8.4236E-05;-2.3264E-07;53.595;0.380;54.413;1.2222;27.47
9;4.20132;0.42159408;126.242;611.51;25.82;4.79E-04;264.10;0.243;0.309;300.93;193.11;43.35;-2.5215;522.18;0.0038;-5.36E-06;0.2638;0.2692;0.2857;18.2600;-2618.80;-3.4778;0.0000E+00;0.0000E+00;158.348;0.5360;-1.4196E-03;2.0283E-06;0.1727;-8.3245E-05;-2.2358E-07;54.692;0.380;54.782;1.2222;29.47
9;4.20027;0.42148884;126.242;611.51;25.82;4.79E-04;264.10;0.243;0.309;300.93;193.11;43.35;-2.5215;522.18;0.0038;-5.36E-06;0.2638;0.2676;0.2857;18.2600;-2618.80;-3.4778;0.0000E+00;0.0000E+00;157.865;0.5395;-1.4302E-03;2.0427E-06;0.1727;-8.3245E-05;-2.2358E-07;54.692;0.380;54.782;1.2222;29.49
9;4.48667;0.45022892;126.242;614.43;25.82;4.79E-04;264.10;0.242;0.309;302.59;193.11;43.35;-2.6368;542.36;0.0040;-5.48E-06;0.2638;0.2710;0.2857;18.2860;-2632.60;-3.4836;0.0000E+00;0.0000E+00;159.700;0.5262;-1.3855E-03;1.9778E-06;0.1727;-8.2998E-05;-2.2141E-07;54.966;0.380;54.873;1.2222;33.89
9;4.48730;0.45029248;126.242;599.81;25.82;4.79E-04;264.10;0.247;0.309;296.48;193.11;43.36;-1.9936;432.74;0.0027;-4.78E-06;0.2638;0.2751;0.2857;18.1570;-2563.70;-3.4542;0.0000E+00;0.0000E+00;156.489;0.5503;-1.4817E-03;2.1282E-06;0.1725;-8.4236E-05;-2.3264E-07;53.595;0.380;54.413;1.2222;29.60
9;4.48722;0.45028403;126.242;611.51;25.82;4.79E-04;264.10;0.243;0.309;300.93;193.11;43.35;-2.5215;522.18;0.0038;-5.36E-06;0.2638;0.2718;0.2857;18.2600;-2618.80;-3.4778;0.0000E+00;0.0000E+00;159.075;0.5308;-1.4038E-03;2.0065E-06;0.1727;-8.3245E-05;-2.2358E-07;54.692;0.380;54.782;1.2222;29.60
9;3.61344;0.36260176;126.242;617.21;27.88;4.75E-04;266.33;0.258;0.330;303.15;157.93;43.63;-4.3810;772.60;0.0082;-8.63E-06;0.2661;0.2742;0.2857;19.2730;-2737.30;-3.7693;0.0000E+00;0.0000E+00;168.475;0.4455;-1.1713E-03;1.7696E-06;0.1749;-9.3398E-05;-2.0754E-07;55.744;0.380;56.962;1.2222;44.08
9;3.32254;0.33341038;126.242;627.00;28.50;4.64E-04;272.07;0.254;0.330;308.15;183.76;43.46;-3.2138;635.46;0.0054;-6.37E-06;0.2721;0.2713;0.2981;38.6400;-3553.70;-10.6210;8.7017E-11;2.7087E-06;161.428;0.4866;-1.2496E-03;1.8100E-06;0.1733;-8.4887E-05;-2.0871E-07;56.960;0.384;59.500;1.3010;33.21
9;3.94753;0.39612733;126.242;633.38;29.80;4.71E-04;268.60;0.266;0.292;305.37;221.97;43.42;-3.5335;676.65;0.0060;-6.67E-06;0.2683;0.2688;0.2857;14.6550;-2419.50;-2.3150;0.0000E+00;0.0000E+00;151.362;0.4881;-1.2253E-03;1.6963E-06;0.1681;-7.4018E-05;-2.0926E-07;55.231;0.380;58.431;1.2222;28.17
9;5.95150;0.59722136;126.242;626.05;29.25;4.73E-04;267.46;0.265;0.292;303.15;210.49;43.75;-4.7381;826.90;0.0089;-8.84E-06;0.2672;0.2694;0.2857;18.2430;-2645.70;-3.4598;0.0000E+00;0.0000E+00;154.787;0.4930;-1.2554E-03;1.7690E-06;0.1691;-7.7916E-05;-2.1147E-07;54.659;0.380;57.763;1.2222;27.26
9;3.95308;0.39668428;126.242;618.03;29.00;4.79E-04;264.10;0.270;0.321;301.48;225.49;43.79;-4.9240;841.24;0.0095;-9.56E-06;0.2638;0.2641;0.2857;18.4580;-2668.80;-3.5121;0.0000E+00;0.0000E+00;148.239;0.5728;-1.4875E-03;2.0366E-06;0.1690;-7.2678E-05;-2.2609E-07;55.223;0.380;57.743;1.2222;31.92
9;2.67648;0.26857929;126.242;632.03;27.41;4.72E-04;268.03;0.246;0.305;308.15;193.83;43.45;-2.5264;551.65;0.0036;-4.93E-06;0.2678;0.2665;0.2857;19.8360;-2805.80;-3.9575;0.0000E+00;0.0000E+00;159.284;0.4760;-1.2134E-03;1.7306E-06;0.1719;-8.1799E-05;-2.0628E-07;56.118;0.380;56.670;1.2222;24.57
9;4.85202;0.48689097;126.242;619.02;26.93;4.74E-04;266.90;0.248;0.305;303.15;182.35;43.47;-3.4510;653.39;0.0059;-6.80E-06;0.2666;0.2705;0.2857;18.2950;-2644.00;-3.4811;0.0000E+00;0.0000E+00;162.256;0.4841;-1.2626E-03;1.8393E-06;0.1728;-8.6282E-05;-2.1240E-07;55.004;0.380;55.869;1.2222;30.64
9;2.68042;0.26897528;126.242;620.88;26.71;4.80E-04;263.55;0.248;0.334;305.93;169.15;43.51;-3.4510;653.39;0.0059;-6.80E-06;0.2633;0.2667;0.2857;18.5920;-2713.00;-3.5518;0.0000E+00;0.0000E+00;166.405;0.4839;-1.2730E-03;1.8734E-06;0.1751;-8.9498E-05;-2.1055E-07;56.487;0.380;56.192;1.2222;36.82
9;2.96032;0.29706266;126.242;620.10;27.41;4.72E-04;268.03;0.250;0.305;303.15;193.83;43.36;-1.9480;451.65;0.0025;-4.30E-06;0.2678;0.2750;0.2857;18.6550;-2672.40;-3.5925;0.0000E+00;0.0000E+00;158.374;0.4824;-1.2485E-03;1.7911E-06;0.1717;-8.2810E-05;-2.1448E-07;55.008;0.380;56.293;1.2222;28.78
9;5.13699;0.51548759;126.242;610.20;26.93;4.74E-04;266.90;0.251;0.305;299.26;182.35;43.47;-3.1757;601.76;0.0054;-6.60E-06;0.2415;0.2489;0.2676;18.2190;-2602.60;-3.4637;0.0000E+00;0.0000E+00;160.741;0.4950;-1.3084E-03;1.9132E-06;0.1727;-8.7149E-05;-2.1867E-07;54.182;0.380;55.589;1.2222;40.75
9;2.96663;0.29769559;126.242;614.20;26.71;4.80E-04;263.55;0.251;0.334;303.15;197.35;43.51;-3.6226;671.45;0.0064;-7.36E-06;0.2427;0.2509;0.2672;18.5340;-2680.90;-3.5387;0.0000E+00;0.0000E+00;158.667;0.5426;-1.4310E-03;2.0239E-06;0.1729;-8.1414E-05;-2.2430E-07;55.850;0.380;55.980;1.2222;38.24
9;2.96361;0.29739261;126.242;624.52;27.41;4.72E-04;268.03;0.249;0.305;304.82;193.83;43.43;-2.1739;490.21;0.0029;-4.55E-06;0.2444;0.2497;0.2675;23.0600;-3001.20;-4.9870;0.0000E+00;0.0000E+00;158.300;0.4829;-1.2439E-03;1.7801E-06;0.1718;-8.2435E-05;-2.1138E-07;55.419;0.380;56.433;1.2222;29.89
9;2.67836;0.26876850;126.242;625.55;27.41;4.72E-04;268.03;0.248;0.305;305.37;193.83;43.42;-2.2246;498.94;0.0030;-4.61E-06;0.2484;0.2500;0.2676;19.8940;-2782.40;-3.9815;0.0000E+00;0.0000E+00;159.047;0.4776;-1.2269E-03;1.7557E-06;0.1718;-8.2347E-05;-2.1067E-07;55.515;0.380;56.466;1.2222;24.57
9;4.84910;0.48659758;126.242;608.73;26.93;4.74E-04;266.90;0.252;0.305;298.71;182.35;43.48;-3.1253;592.55;0.0053;-6.56E-06;0.2734;0.2776;0.2972;18.2060;-2595.70;-3.4608;0.0000E+00;0.0000E+00;160.388;0.4976;-1.3183E-03;1.9289E-06;0.1726;-8.7294E-05;-2.1975E-07;54.045;0.380;55.542;1.2222;30.64
9;2.68030;0.26896321;126.242;611.82;26.71;4.80E-04;263.55;0.252;0.334;302.04;153.15;43.51;-3.5496;657.59;0.0063;-7.32E-06;0.2633;0.2713;0.2857;18.5130;-2669.50;-3.5340;0.0000E+00;0.0000E+00;168.904;0.4638;-1.2405E-03;1.8807E-06;0.1760;-9.5186E-05;-2.1196E-07;55.623;0.380;55.904;1.2222;36.82
9;2.96297;0.29732871;126.242;624.52;27.41;4.72E-04;268.03;0.249;0.305;304.82;193.83;43.36;-2.1739;490.21;0.0029;-4.55E-06;0.2678;0.2715;0.2857;20.5220;-2822.30;-4.1817;0.0000E+00;0.0000E+00;158.625;0.4806;-1.2371E-03;1.7707E-06;0.1718;-8.2435E-05;-2.1138E-07;55.419;0.380;56.433;1.2222;28.78
9;5.13164;0.51495067;126.242;610.20;26.93;4.74E-04;266.90;0.251;0.305;299.26;182.35;43.47;-3.1757;601.76;0.0054;-6.60E-06;0.2666;0.2738;0.2857;18.2190;-2602.60;-3.4637;0.0000E+00;0.0000E+00;160.741;0.4950;-1.3084E-03;1.9132E-06;0.1727;-8.7149E-05;-2.1867E-07;54.182;0.380;55.589;1.2222;36.26
9;2.96699;0.29773228;126.242;614.20;26.71;4.80E-04;263.55;0.251;0.334;303.15;197.35;43.51;-3.6226;671.45;0.0064;-7.36E-06;0.2633;0.2707;0.2857;18.5340;-2680.90;-3.5387;0.0000E+00;0.0000E+00;158.667;0.5426;-1.4310E-03;2.0239E-06;0.1729;-8.1414E-05;-2.2430E-07;55.850;0.380;55.980;1.2222;38.24
9;2.96443;0.29747473;126.242;620.10;27.41;4.72E-04;268.03;0.250;0.305;303.15;192.35;43.38;-1.9480;451.65;0.0025;-4.30E-06;0.2678;0.2754;0.2857;14.1310;-2355.50;-2.1556;0.0000E+00;0.0000E+00;158.823;0.4791;-1.2398E-03;1.7827E-06;0.1718;-8.3266E-05;-2.1401E-07;55.008;0.380;56.293;1.2222;29.89
9;1.15747;0.11615019;126.242;639.15;28.07;4.77E-04;264.66;0.252;0.260;308.15;178.28;43.47;-3.0155;648.44;0.0043;-5.06E-06;0.2647;0.2669;0.3002;33.6840;-3407.00;-8.8018;-7.6792E-11;1.6258E-06;140.390;0.6934;-1.8670E-03;2.3693E-06;0.1716;-8.6106E-05;-1.9344E-07;59.920;0.444;55.810;1.2117;35.55
9;6.36693;0.63890915;126.242;613.22;24.98;4.78E-04;264.66;0.234;0.284;300.93;188.87;43.20;-1.5966;403.69;0.0015;-3.54E-06;0.2644;0.2698;0.2857;12.5677;-2333.69;-1.5247;5.3015E-09;-6.4127E-07;159.885;0.5164;-1.3617E-03;1.9630E-06;0.1726;-8.4666E-05;-2.1962E-07;53.969;0.380;53.761;1.2222;25.50
9;6.36422;0.63863749;126.242;602.95;24.98;4.78E-04;264.66;0.238;0.284;297.04;188.87;43.20;-1.0598;316.31;0.0004;-2.85E-06;0.2644;0.2724;0.2857;18.1808;-2608.29;-3.4138;4.3382E-10;-2.5579E-07;157.651;0.5333;-1.4289E-03;2.0686E-06;0.1724;-8.5596E-05;-2.2734E-07;53.021;0.380;53.445;1.2222;25.50
9;6.36478;0.63869328;126.242;592.68;24.98;4.78E-04;264.66;0.242;0.284;292.59;188.87;43.21;-0.4131;214.81;-0.0010;-1.95E-06;0.2644;0.2719;0.2857;9.8233;-2166.73;-0.5391;-1.0983E-09;-1.1415E-06;154.408;0.5580;-1.5220E-03;2.2117E-06;0.1722;-8.6532E-05;-2.3549E-07;52.074;0.380;53.124;1.2222;29.13
9;6.36674;0.63888986;126.242;602.95;24.98;4.78E-04;264.66;0.238;0.284;297.04;188.87;43.20;-1.0598;316.31;0.0004;-2.85E-06;0.2644;0.2737;0.2857;5.3529;-1951.04;0.9599;-3.3390E-09;-1.4134E-06;158.018;0.5307;-1.4208E-03;2.0573E-06;0.1724;-8.5596E-05;-2.2734E-07;53.021;0.380;53.445;1.2222;29.13
9;8.30881;0.83377290;126.242;602.33;27.04;4.77E-04;265.21;0.257;0.271;293.71;166.75;43.49;-2.3820;479.94;0.0036;-5.29E-06;0.2649;0.2764;0.2857;21.6514;-2678.59;-4.7044;-7.2152E-11;4.8529E-07;161.186;0.4565;-1.2162E-03;1.8471E-06;0.1722;-9.3254E-05;-2.1545E-07;52.010;0.380;54.927;1.2222;21.03
9;7.68340;0.77101412;126.242;609.74;27.04;4.77E-04;265.21;0.254;0.271;297.04;217.01;43.48;-2.6745;531.02;0.0042;-5.58E-06;0.2649;0.2682;0.2857;22.8742;-2739.26;-5.1462;-2.2517E-10;6.9120E-07;148.948;0.5509;-1.4436E-03;2.0204E-06;0.1686;-7.6592E-05;-2.2683E-07;52.682;0.380;55.163;1.2222;17.32
9;8.14054;0.81688769;126.242;597.88;27.04;4.77E-04;265.21;0.259;0.271;292.04;217.01;43.49;-2.1861;446.62;0.0032;-5.08E-06;0.2649;0.2726;0.2857;22.9024;-2728.09;-5.1283;-9.3221E-11;5.6087E-07;146.495;0.5703;-1.5212E-03;2.1391E-06;0.1684;-7.7253E-05;-2.3644E-07;51.607;0.380;54.785;1.2222;18.34
9;9.96531;1.00000000;126.242;586.82;29.38;4.77E-04;265.21;0.287;0.258;285.37;184.86;43.78;-3.3264;566.82;0.0062;-7.62E-06;0.2655;0.2817;0.2857;12.3159;-2116.45;-1.5587;-5.6687E-11;-1.8862E-07;151.676;0.4808;-1.2978E-03;1.9516E-06;0.1689;-9.0052E-05;-2.2815E-07;49.676;0.380;56.081;1.2222;20.72
9;8.30705;0.83359662;126.242;585.42;27.04;4.77E-04;265.21;0.264;0.271;287.04;217.01;43.49;-1.5376;340.41;0.0019;-4.29E-06;0.2649;0.2817;0.2857;21.6424;-2644.92;-4.6777;-1.4261E-10;3.5978E-07;145.091;0.5829;-1.5811E-03;2.2358E-06;0.1681;-7.7918E-05;-2.4723E-07;50.478;0.380;54.382;1.2222;21.03
9;7.68198;0.77087193;126.242;609.74;27.04;4.77E-04;265.21;0.254;0.271;297.04;217.01;43.48;-2.6745;531.02;0.0042;-5.58E-06;0.2649;0.2716;0.2857;17.8870;-2531.80;-3.3849;0.0000E+00;0.0000E+00;149.946;0.5437;-1.4224E-03;1.9918E-06;0.1686;-7.6592E-05;-2.2683E-07;52.682;0.380;55.163;1.2222;17.32
9;7.85099;0.78783223;126.242;597.88;27.04;4.77E-04;265.21;0.259;0.271;292.04;217.01;43.49;-2.1861;446.62;0.0032;-5.08E-06;0.2649;0.2757;0.2857;17.7830;-2477.50;-3.3610;0.0000E+00;0.0000E+00;147.422;0.5636;-1.5010E-03;2.1118E-06;0.1684;-7.7253E-05;-2.3644E-07;51.607;0.380;54.785;1.2222;15.85
9;7.85459;0.78819309;126.242;609.74;27.04;4.77E-04;265.21;0.254;0.271;297.04;217.01;43.48;-2.6745;531.02;0.0042;-5.58E-06;0.2649;0.2724;0.2857;17.8870;-2531.80;-3.3849;0.0000E+00;0.0000E+00;150.197;0.5419;-1.4171E-03;1.9846E-06;0.1686;-7.6592E-05;-2.2683E-07;52.682;0.380;55.163;1.2222;20.07
9;9.23439;0.92665330;126.242;609.38;29.38;4.76E-04;265.77;0.275;0.258;293.71;245.15;43.77;-3.9711;691.89;0.0073;-7.94E-06;0.2655;0.2668;0.2857;17.7700;-2499.40;-3.3487;0.0000E+00;0.0000E+00;138.887;0.5796;-1.5054E-03;2.0451E-06;0.1646;-6.7721E-05;-2.3243E-07;51.683;0.380;56.827;1.2222;14.76
9;6.36931;0.63914797;126.242;592.68;24.98;4.78E-04;264.66;0.242;0.284;292.59;188.87;43.21;-0.4131;214.81;-0.0010;-1.95E-06;0.2644;0.2745;0.2857;17.8500;-2483.50;-3.3855;0.0000E+00;0.0000E+00;155.174;0.5524;-1.5046E-03;2.1874E-06;0.1722;-8.6532E-05;-2.3549E-07;52.074;0.380;53.124;1.2222;29.13
9;6.36881;0.63909791;126.242;587.41;24.98;4.78E-04;264.66;0.244;0.284;290.37;188.87;43.21;-0.0283;155.93;-0.0019;-1.38E-06;0.2644;0.2817;0.2857;17.8020;-2459.10;-3.3744;0.0000E+00;0.0000E+00;155.611;0.5499;-1.5060E-03;2.1962E-06;0.1721;-8.7015E-05;-2.3986E-07;51.587;0.380;52.958;1.2222;29.13
9;5.11961;0.51374311;126.242;611.86;26.49;4.71E-04;268.60;0.245;0.280;298.71;187.15;43.31;-0.4398;236.55;-0.0010;-1.76E-06;0.2683;0.2799;0.2857;10.5900;-2049.00;-1.0559;0.0000E+00;0.0000E+00;158.704;0.4715;-1.2324E-03;1.7987E-06;0.1716;-8.5816E-05;-2.1698E-07;53.361;0.380;54.910;1.2222;24.74
9;5.12756;0.51454114;126.242;621.87;26.49;4.70E-04;268.60;0.241;0.355;303.15;181.35;43.31;-1.0786;339.88;0.0003;-2.60E-06;0.2683;0.2751;0.2857;10.5560;-2079.60;-1.0428;0.0000E+00;0.0000E+00;161.308;0.4520;-1.1655E-03;1.7086E-06;0.1722;-8.6589E-05;-2.0816E-07;54.277;0.380;55.223;1.2222;24.74
9;4.83984;0.48566899;126.242;629.26;26.49;4.70E-04;268.60;0.238;0.291;305.93;188.15;43.30;-1.4934;408.80;0.0012;-3.12E-06;0.2683;0.2716;0.2857;9.2779;-2013.40;-0.6360;0.0000E+00;0.0000E+00;160.816;0.4562;-1.1630E-03;1.6816E-06;0.1718;-8.3904E-05;-2.0524E-07;54.954;0.380;55.451;1.2222;25.00
9;5.41256;0.54313961;126.242;602.20;26.49;4.70E-04;268.60;0.249;0.299;298.71;188.76;43.38;-0.6866;259.57;-0.0002;-2.66E-06;0.2258;0.2450;0.2857;-211.1700;2677.40;93.2180;-1.0535E-01;4.2323E-05;146.865;0.6062;-1.6603E-03;2.3746E-06;0.1736;-8.5118E-05;-2.3145E-07;54.444;0.380;53.119;1.2222;25.13
9;5.40358;0.54223935;126.242;607.71;26.49;4.70E-04;268.60;0.246;0.355;297.04;230.15;43.31;-0.1452;189.90;-0.0017;-1.35E-06;0.2683;0.2803;0.2857;15.9390;-2403.20;-2.7613;0.0000E+00;0.0000E+00;146.923;0.5623;-1.4706E-03;2.0148E-06;0.1681;-7.1570E-05;-2.3543E-07;52.981;0.380;54.779;1.2222;25.13
9;5.12819;0.51460379;126.242;617.44;26.49;4.70E-04;268.60;0.243;0.296;300.93;187.15;43.31;-0.8076;295.67;-0.0002;-2.25E-06;0.2683;0.2740;0.2857;10.5850;-2067.10;-1.0531;0.0000E+00;0.0000E+00;158.653;0.4715;-1.2250E-03;1.7825E-06;0.1717;-8.5292E-05;-2.1300E-07;53.872;0.380;55.085;1.2222;24.42
9;5.40743;0.54262556;126.242;611.86;26.49;4.70E-04;268.60;0.245;0.333;298.71;188.75;43.38;-0.4398;236.55;-0.0010;-1.76E-06;0.2683;0.2757;0.2857;10.0000;-2008.30;-0.8684;0.0000E+00;0.0000E+00;157.259;0.4819;-1.2625E-03;1.8366E-06;0.1715;-8.5320E-05;-2.1750E-07;53.361;0.380;54.910;1.2222;25.13
9;6.77129;0.67948592;126.242;612.06;28.75;4.69E-04;269.17;0.265;0.284;295.93;207.40;43.59;-1.6244;381.67;0.0019;-3.92E-06;0.2689;0.2778;0.2857;17.0730;-2475.50;-3.1199;0.0000E+00;0.0000E+00;151.031;0.4813;-1.2451E-03;1.7827E-06;0.1684;-8.0254E-05;-2.1853E-07;52.407;0.380;56.547;1.2222;20.79
9;4.83857;0.48554116;126.242;626.30;26.49;4.70E-04;268.60;0.239;0.292;304.82;187.45;43.30;-1.3327;381.91;0.0008;-2.92E-06;0.2683;0.2675;0.2857;10.5250;-2092.10;-1.0321;0.0000E+00;0.0000E+00;159.189;0.4675;-1.2009E-03;1.7390E-06;0.1718;-8.4380E-05;-2.0700E-07;54.683;0.380;55.360;1.2222;25.05
9;6.77221;0.67957825;126.242;609.63;28.75;4.69E-04;269.17;0.266;0.353;295.37;217.73;43.60;-1.4884;359.00;0.0016;-3.76E-06;0.2689;0.2802;0.2857;14.8580;-2314.10;-2.4157;0.0000E+00;0.0000E+00;148.597;0.5004;-1.2971E-03;1.8304E-06;0.1675;-7.7000E-05;-2.2397E-07;52.189;0.380;56.469;1.2222;20.45
9;6.32317;0.63451853;126.242;624.87;28.75;4.69E-04;269.17;0.260;0.360;301.48;244.15;43.59;-2.2655;491.30;0.0032;-4.64E-06;0.2689;0.2707;0.2857;15.4650;-2412.70;-2.6004;0.0000E+00;0.0000E+00;143.880;0.5362;-1.3586E-03;1.8322E-06;0.1657;-6.7263E-05;-2.2172E-07;53.558;0.380;56.959;1.2222;21.42
9;5.12326;0.51410891;126.242;621.87;26.65;4.73E-04;268.60;0.242;0.352;303.15;195.65;43.31;-1.0786;339.88;0.0003;-2.60E-06;0.2683;0.2751;0.2857;8.9561;-1967.50;-0.5349;0.0000E+00;0.0000E+00;158.187;0.4759;-1.2246E-03;1.7563E-06;0.1712;-8.2310E-05;-2.1256E-07;54.277;0.380;55.223;1.2222;24.42
9;4.84216;0.48590124;126.242;615.97;26.49;4.70E-04;268.60;0.243;0.294;300.37;206.25;43.31;-0.7133;280.41;-0.0004;-2.13E-06;0.2683;0.2768;0.2857;11.8930;-2153.20;-1.4694;0.0000E+00;0.0000E+00;154.561;0.5033;-1.3051E-03;1.8463E-06;0.1703;-7.9415E-05;-2.2029E-07;53.736;0.380;55.038;1.2222;25.05
10;0.00000;0.00000000;140.269;709.00;30.40;5.06E-04;277.21;0.261;0.292;337.59;284.15;43.90;0.1623;321.38;-0.0029;3.55E-07;0.2772;0.2686;0.2857;18.0260;-2961.60;-3.3295;0.0000E+00;0.0000E+00;160.999;0.4590;-1.0232E-03;1.2704E-06;0.1563;-5.0656E-05;-1.7038E-07;62.041;0.380;61.275;1.2222;42.89
10;1.15976;0.99998530;140.269;667.00;25.70;5.34E-04;262.68;0.247;0.274;323.71;198.42;43.50;-2.9752;674.45;0.0042;-4.87E-06;0.2627;0.2656;0.3024;33.6340;-3647.90;-8.6428;-9.6941E-11;1.1897E-06;181.993;0.5122;-1.2291E-03;1.7206E-06;0.1637;-7.3533E-05;-1.7737E-07;65.519;0.460;59.040;1.3513;47.80
10;1.15978;1.00000000;140.269;647.49;25.05;5.37E-04;261.70;0.249;0.398;323.71;190.16;43.67;-3.7279;735.35;0.0064;-7.00E-06;0.2463;0.2500;0.2857;26.3629;-3580.60;-5.2140;-5.9000E-03;4.6192E-06;177.727;0.5993;-1.5460E-03;2.1213E-06;0.1686;-7.5116E-05;-1.9818E-07;61.613;0.380;55.912;1.2222;51.17
11;0.00000;0.00000000;154.296;728.78;27.38;5.46E-04;283.11;0.246;0.298;349.82;251.45;43.86;1.1913;193.52;-0.0051;1.76E-06;0.2829;0.2750;0.2857;18.1780;-3070.80;-3.3718;0.0000E+00;0.0000E+00;185.185;0.4227;-9.1829E-04;1.1703E-06;0.1531;-5.4944E-05;-1.4986E-07;64.808;0.380;59.430;1.2222;41.45
11;1.15764;0.99806031;154.296;674.01;23.36;5.85E-04;264.21;0.243;0.413;338.71;215.66;43.51;-6.4455;1219.40;0.0115;-9.84E-06;0.2425;0.2440;0.2857;40.7395;-4146.60;-11.0786;8.4198E-10;2.2352E-06;194.179;0.7011;-1.7472E-03;2.2607E-06;0.1609;-6.2191E-05;-1.8432E-07;65.151;0.380;55.129;1.2222;44.29
11;1.15989;1.00000000;154.296;667.67;22.81;5.93E-04;260.64;0.243;0.442;338.15;200.16;43.67;-4.7333;918.50;0.0084;-8.07E-06;0.2400;0.2430;0.2857;48.3000;-4570.80;-13.5630;-4.1718E-04;3.0684E-06;193.461;0.6971;-1.7734E-03;2.3283E-06;0.1633;-6.6044E-05;-1.8748E-07;66.188;0.380;55.435;1.2222;55.23
12;0.00000;0.00000000;168.323;747.23;25.46;5.94E-04;283.85;0.243;0.313;361.48;333.85;43.92;1.7863;122.77;-0.0062;2.44E-06;0.2836;0.2770;0.2857;18.4150;-3195.40;-3.4305;0.0000E+00;0.0000E+00;173.144;1.0433;-2.2126E-03;2.1645E-06;0.1425;-3.1248E-05;-1.5605E-07;69.915;0.380;58.505;1.2222;48.09
12;1.15912;1.00000000;168.323;679.00;19.40;6.49E-04;259.76;0.223;0.515;352.04;220.00;43.67;-4.8043;967.07;0.0083;-7.95E-06;0.2379;0.2370;0.2857;48.0740;-4887.60;-13.0810;-2.0206E-03;3.6908E-06;199.771;0.8994;-2.2897E-03;2.8237E-06;0.1596;-5.4353E-05;-1.9020E-07;71.533;0.380;55.550;1.2222;58.85
12;1.15814;0.99915286;168.323;691.81;21.33;6.41E-04;263.00;0.237;0.456;352.04;263.60;43.52;-7.3597;1403.60;0.0131;-1.06E-05;0.2628;0.2380;0.2857;44.2280;-4661.00;-11.7950;-2.0286E-03;3.3751E-06;191.857;0.9254;-2.2560E-03;2.6685E-06;0.1534;-4.3428E-05;-1.8635E-07;69.465;0.380;54.781;1.2222;50.46
