nC;eta_B_star;eta_B_star_norm;W;Tc;Pc;Vc;rhoc;Zc;omega;Tf;Tfz;Hc;Amu;Bmu;Cmu;Dmu;Arho;Brho;Crho;Asat;Bsat;Csat;Dsat;Esat;Ac;Bc;Cc;Dc;Ak;Bk;Ck;Avap;Bvap;Asigma;Bsigma;DCN
14;4.86013;0.51924594;184.281;811.44;24.24;6.34E-04;291.12;0.227;0.536;408.15;333.04;40.27;-10.7540;2192.00;0.0177;-1.16E-05;0.2909;0.2476;0.2857;-7.9824;-1459.60;4.8263;0.0000E+00;0.0000E+00;147.796;1.2910;-2.6063E-03;2.2981E-06;0.1443;-2.5189E-05;-1.3946E-07;84.757;0.380;63.143;1.2222;2.93
14;5.09814;0.56907286;184.281;811.44;24.24;6.34E-04;291.12;0.227;0.536;408.15;303.15;40.27;-10.7540;2192.00;0.0177;-1.16E-05;0.2909;0.2476;0.2857;-7.9824;-1459.60;4.8263;0.0000E+00;0.0000E+00;177.292;1.1171;-2.2887E-03;2.1070E-06;0.1466;-3.2191E-05;-1.3419E-07;84.757;0.380;63.143;1.2222;2.97
14;4.85761;0.51871864;184.281;811.44;24.24;6.34E-04;291.12;0.227;0.536;408.15;265.15;40.39;-10.7540;2192.00;0.0177;-1.16E-05;0.2909;0.2476;0.2857;7.7560;-2891.00;0.0229;0.0000E+00;0.0000E+00;233.775;0.5955;-1.2531E-03;1.4089E-06;0.1492;-4.0248E-05;-1.2811E-07;84.757;0.380;63.143;1.2222;3.00
14;5.33141;0.61790555;184.281;811.44;24.24;6.34E-04;291.12;0.227;0.536;408.15;333.04;40.27;-10.7540;2192.00;0.0177;-1.16E-05;0.2909;0.2476;0.2857;5.8250;-2715.40;0.6122;0.0000E+00;0.0000E+00;147.796;1.2910;-2.6063E-03;2.2981E-06;0.1443;-2.5189E-05;-1.3946E-07;84.757;0.380;63.143;1.2222;2.86
14;5.09632;0.56869127;184.281;811.44;24.24;6.34E-04;291.12;0.227;0.536;408.15;333.04;40.27;-10.7540;2192.00;0.0177;-1.16E-05;0.2909;0.2476;0.2857;-1.2147;-2075.20;2.7607;0.0000E+00;0.0000E+00;147.796;1.2910;-2.6063E-03;2.2981E-06;0.1443;-2.5189E-05;-1.3946E-07;84.757;0.380;63.143;1.2222;2.28
14;5.09599;0.56862208;184.281;811.44;24.24;6.34E-04;291.12;0.227;0.536;408.15;333.04;40.27;-10.7540;2192.00;0.0177;-1.16E-05;0.2909;0.2476;0.2857;-6.5736;-1587.80;4.3963;0.0000E+00;0.0000E+00;147.796;1.2910;-2.6063E-03;2.2981E-06;0.1443;-2.5189E-05;-1.3946E-07;84.757;0.380;63.143;1.2222;2.61
14;4.61984;0.46894442;184.281;818.49;25.18;6.28E-04;293.91;0.232;0.508;408.15;333.04;40.28;-10.6660;2182.70;0.0174;-1.13E-05;0.2937;0.2561;0.2857;-4.6213;-1736.50;3.7827;0.0000E+00;0.0000E+00;167.382;1.1715;-2.3370E-03;2.0754E-06;0.1433;-2.6704E-05;-1.3394E-07;84.049;0.380;63.646;1.2222;4.22
14;4.38673;0.42014316;184.281;772.68;25.18;6.28E-04;293.91;0.246;0.508;387.59;263.75;40.40;-8.8846;1780.20;0.0151;-1.07E-05;0.2937;0.2538;0.2857;17.4190;-3544.60;-2.9624;0.0000E+00;0.0000E+00;220.806;0.6104;-1.3292E-03;1.5371E-06;0.1473;-4.1954E-05;-1.3874E-07;78.919;0.380;62.376;1.2222;3.40
14;5.38983;0.63013631;184.281;817.54;24.80;6.28E-04;293.91;0.229;0.507;408.15;333.04;40.29;-10.6070;2174.20;0.0173;-1.13E-05;0.2937;0.2507;0.2857;5.2910;-2637.00;0.7568;0.0000E+00;0.0000E+00;160.446;1.2035;-2.4082E-03;2.1354E-06;0.1434;-2.6510E-05;-1.3466E-07;84.142;0.380;63.260;1.2222;2.52
14;3.61908;0.25944172;184.281;812.35;24.60;6.34E-04;291.12;0.231;0.537;408.15;333.04;40.27;-10.8140;2200.70;0.0178;-1.17E-05;0.2909;0.2511;0.2857;-6.0111;-1642.70;4.2270;0.0000E+00;0.0000E+00;153.308;1.2665;-2.5509E-03;2.2520E-06;0.1442;-2.5392E-05;-1.3873E-07;84.664;0.380;63.520;1.2222;3.34
14;5.62665;0.67971093;184.281;817.54;24.80;6.28E-04;293.91;0.229;0.507;408.15;333.04;40.29;-10.6070;2174.20;0.0173;-1.13E-05;0.2937;0.2507;0.2857;5.2910;-2637.00;0.7568;0.0000E+00;0.0000E+00;160.446;1.2035;-2.4082E-03;2.1354E-06;0.1434;-2.6510E-05;-1.3466E-07;84.142;0.380;63.260;1.2222;3.40
14;3.85678;0.30920238;184.281;812.35;24.60;6.34E-04;291.12;0.231;0.537;408.15;333.04;40.27;-10.8140;2200.70;0.0178;-1.17E-05;0.2621;0.2259;0.2616;3.7796;-2533.60;1.2391;0.0000E+00;0.0000E+00;149.966;1.2848;-2.5907E-03;2.2862E-06;0.1442;-2.5392E-05;-1.3873E-07;84.664;0.380;63.520;1.2222;4.48
14;3.61941;0.25951032;184.281;812.35;24.60;6.34E-04;291.12;0.231;0.537;408.15;333.04;40.27;-10.8140;2200.70;0.0178;-1.17E-05;0.2633;0.2257;0.2624;1.9927;-2371.00;1.7844;0.0000E+00;0.0000E+00;149.966;1.2848;-2.5907E-03;2.2862E-06;0.1442;-2.5392E-05;-1.3873E-07;84.664;0.380;63.520;1.2222;4.69
14;5.62852;0.68010253;184.281;817.54;24.80;6.28E-04;293.91;0.229;0.507;408.15;333.04;40.29;-10.6070;2174.20;0.0173;-1.13E-05;0.2937;0.2507;0.2857;7.1373;-2805.40;0.1936;0.0000E+00;0.0000E+00;160.446;1.2035;-2.4082E-03;2.1354E-06;0.1434;-2.6510E-05;-1.3466E-07;84.142;0.380;63.260;1.2222;2.90
14;5.39040;0.63025442;184.281;817.54;24.80;6.28E-04;293.91;0.229;0.507;408.15;333.04;40.29;-10.6070;2174.20;0.0173;-1.13E-05;0.2636;0.2226;0.2662;2.6471;-2395.80;1.5633;0.0000E+00;0.0000E+00;160.446;1.2035;-2.4082E-03;2.1354E-06;0.1434;-2.6510E-05;-1.3466E-07;84.142;0.380;63.260;1.2222;3.14
14;5.62769;0.67992941;184.281;817.54;24.80;6.28E-04;293.91;0.229;0.507;408.15;333.04;40.29;-10.6070;2174.20;0.0173;-1.13E-05;0.2638;0.2229;0.2647;2.6471;-2395.80;1.5633;0.0000E+00;0.0000E+00;160.446;1.2035;-2.4082E-03;2.1354E-06;0.1434;-2.6510E-05;-1.3466E-07;84.142;0.380;63.260;1.2222;3.12
14;5.62809;0.68001332;184.281;773.88;24.80;6.28E-04;293.91;0.242;0.507;388.71;333.04;40.30;-8.8960;1788.70;0.0150;-1.06E-05;0.2937;0.2475;0.2857;27.8750;-4459.00;-6.1771;0.0000E+00;0.0000E+00;132.183;1.3666;-2.8656E-03;2.6120E-06;0.1423;-2.4868E-05;-1.5215E-07;79.241;0.380;62.057;1.2222;3.00
14;5.62474;0.67931176;184.281;775.28;24.80;6.28E-04;293.91;0.241;0.507;389.26;333.04;40.30;-8.9570;1801.90;0.0151;-1.07E-05;0.2937;0.2476;0.2857;26.8310;-4375.70;-5.8550;0.0000E+00;0.0000E+00;133.160;1.3608;-2.8490E-03;2.5946E-06;0.1423;-2.4932E-05;-1.5153E-07;79.398;0.380;62.096;1.2222;3.24
14;3.85938;0.30974640;184.281;818.49;25.18;6.28E-04;293.91;0.232;0.508;408.15;333.04;40.28;-10.6660;2182.70;0.0174;-1.13E-05;0.2937;0.2567;0.2857;-4.6213;-1736.50;3.7827;0.0000E+00;0.0000E+00;167.860;1.1690;-2.3315E-03;2.0705E-06;0.1433;-2.6704E-05;-1.3394E-07;84.049;0.380;63.646;1.2222;5.75
14;3.62147;0.25994326;184.281;818.49;25.18;6.28E-04;293.91;0.232;0.508;383.15;333.04;40.28;-8.6211;1727.60;0.0144;-9.83E-06;0.2937;0.2549;0.2857;-4.6213;-1736.50;3.7827;0.0000E+00;0.0000E+00;211.754;0.8609;-1.6787E-03;1.6225E-06;0.1350;-3.4638E-05;-1.1494E-07;84.049;0.380;58.393;1.2222;4.66
14;7.15662;1.00000000;184.281;783.88;25.46;6.23E-04;296.27;0.243;0.445;388.15;268.15;40.40;-10.6660;2182.70;0.0174;-1.13E-05;0.2960;0.2581;0.2857;-8.2258;-1603.52;5.1805;-5.6510E-11;-7.1315E-07;220.680;0.5451;-1.1529E-03;1.3424E-06;0.1453;-4.2251E-05;-1.3117E-07;78.039;0.380;61.793;1.2222;3.00
14;6.91699;0.94983497;184.281;781.33;25.46;6.23E-04;296.27;0.244;0.445;387.04;262.15;40.40;-10.6660;2182.70;0.0174;-1.13E-05;0.2960;0.2507;0.2857;-18.6490;-1106.60;8.7756;-3.0198E-10;-1.7198E-06;218.849;0.5563;-1.1864E-03;1.3911E-06;0.1456;-4.3520E-05;-1.3109E-07;77.761;0.380;61.723;1.2222;2.60
14;6.86080;0.93807101;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;329.15;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2425;0.2857;18.8160;-3892.20;-3.3555;0.0000E+00;0.0000E+00;144.948;1.3000;-2.6370E-03;2.3348E-06;0.1448;-2.5939E-05;-1.3948E-07;84.850;0.380;62.772;1.2222;2.76
14;6.86401;0.93874475;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;317.15;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2475;0.2857;5.0738;-2642.90;0.8389;0.0000E+00;0.0000E+00;162.202;1.2010;-2.4467E-03;2.2052E-06;0.1457;-2.8811E-05;-1.3731E-07;84.850;0.380;62.772;1.2222;2.13
14;6.86377;0.93869307;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;332.15;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2475;0.2857;6.9735;-2815.60;0.2591;0.0000E+00;0.0000E+00;146.606;1.2916;-2.6116E-03;2.3040E-06;0.1445;-2.5204E-05;-1.4003E-07;84.850;0.380;62.772;1.2222;3.04
14;6.62262;0.88821084;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;404.15;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2425;0.2857;18.8160;-3892.20;-3.3555;0.0000E+00;0.0000E+00;38.259;1.8882;-3.6805E-03;2.9444E-06;0.1380;-5.2061E-06;-1.5511E-07;84.850;0.380;62.772;1.2222;2.15
14;6.39079;0.83967994;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;379.15;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2475;0.2857;5.0738;-2642.90;0.8389;0.0000E+00;0.0000E+00;86.328;1.6290;-3.2144E-03;2.6586E-06;0.1404;-1.2711E-05;-1.4945E-07;84.850;0.380;62.772;1.2222;2.10
14;6.62560;0.88883492;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;333.04;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2425;0.2857;8.9462;-2994.90;-0.3431;0.0000E+00;0.0000E+00;140.624;1.3249;-2.6820E-03;2.3616E-06;0.1444;-2.4985E-05;-1.4019E-07;84.850;0.380;62.772;1.2222;2.01
14;6.86443;0.93883243;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;270.15;40.39;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2425;0.2857;5.0738;-2642.90;0.8389;0.0000E+00;0.0000E+00;231.038;0.6244;-1.3200E-03;1.4725E-06;0.1491;-3.9123E-05;-1.2953E-07;84.850;0.380;62.772;1.2222;2.05
14;6.62693;0.88911308;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;387.15;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2425;0.2857;5.0738;-2642.90;0.8389;0.0000E+00;0.0000E+00;67.322;1.7321;-3.4075E-03;2.7871E-06;0.1397;-1.0381E-05;-1.5121E-07;84.850;0.380;62.772;1.2222;2.59
14;6.86692;0.93935389;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;336.15;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2425;0.2857;18.8160;-3892.20;-3.3555;0.0000E+00;0.0000E+00;137.085;1.3451;-2.7187E-03;2.3834E-06;0.1442;-2.4213E-05;-1.4078E-07;84.850;0.380;62.772;1.2222;2.02
14;6.86008;0.93792057;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;333.04;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2425;0.2857;74.8671;-7569.40;-21.6786;1.8164E-10;2.7138E-06;140.624;1.3249;-2.6820E-03;2.3616E-06;0.1444;-2.4985E-05;-1.4019E-07;84.850;0.380;62.772;1.2222;2.79
14;6.62567;0.88884829;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;329.15;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2425;0.2857;59.3158;-6552.91;-16.5990;-4.3080E-11;1.9824E-06;144.948;1.3000;-2.6370E-03;2.3348E-06;0.1448;-2.5939E-05;-1.3948E-07;84.850;0.380;62.772;1.2222;2.04
14;7.10406;0.98899579;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;259.24;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2425;0.2857;67.8600;-7132.66;-19.3668;1.8387E-10;2.3145E-06;156.592;1.2325;-2.5141E-03;2.2612E-06;0.1506;-4.9393E-05;-1.1679E-07;84.850;0.380;62.772;1.2222;2.92
14;7.10389;0.98896047;184.281;810.54;23.89;6.34E-04;291.12;0.224;0.535;408.15;276.23;40.27;-10.6930;2183.20;0.0176;-1.15E-05;0.2909;0.2425;0.2857;32.9514;-4636.16;-8.1297;-5.2087E-11;1.0016E-06;-96.289;2.5880;-4.8794E-03;3.6220E-06;0.1388;-1.3829E-05;-1.4913E-07;84.850;0.380;62.772;1.2222;2.58
15;2.65173;1.00000000;198.308;797.48;22.74;6.90E-04;287.82;0.236;0.575;406.48;269.16;40.61;-10.9130;2199.00;0.0183;-1.22E-05;0.2694;0.2360;0.2857;29.4732;-4413.99;-6.9981;-5.0726E-11;9.2660E-07;239.458;0.7538;-1.6421E-03;1.8143E-06;0.1455;-3.6600E-05;-1.3314E-07;92.738;0.380;60.558;1.2222;9.35
15;2.41568;0.00000000;198.308;793.32;22.74;6.90E-04;287.82;0.238;0.575;404.82;251.16;40.62;-10.7570;2163.10;0.0181;-1.22E-05;0.2744;0.2380;0.2857;33.9826;-5229.90;-7.1701;-6.5000E-03;4.3943E-06;244.739;0.7163;-1.5726E-03;1.7784E-06;0.1466;-4.0405E-05;-1.3173E-07;92.290;0.380;61.734;1.2222;7.67
