nC;eta_B_star;eta_B_star_norm;W;Tc;Pc;Vc;rhoc;Zc;omega;Tf;Tfz;Hc;Amu;Bmu;Cmu;Dmu;Arho;Brho;Crho;Asat;Bsat;Csat;Dsat;Esat;Ac;Bc;Cc;Dc;Ak;Bk;Ck;Avap;Bvap;Asigma;Bsigma;DCN
10;1.80659;0.15698455;134.221;668.00;28.80;5.02E-04;267.37;0.260;0.340;330.37;241.93;41.51;-7.1296;1220.40;0.0136;-1.15E-05;0.2747;0.2534;0.2857;3.4308;-2987.60;4.1014;-1.3931E-02;6.9359E-06;162.474;0.5605;-1.3594E-03;1.7688E-06;0.1958;-2.3375E-04;2.0833E-08;65.100;0.418;64.546;1.3093;4.87
10;2.05974;0.20828652;134.221;657.96;28.03;4.97E-04;270.06;0.255;0.404;329.82;230.32;41.47;-7.6851;1286.20;0.0152;-1.30E-05;0.2708;0.2540;0.2857;-2.4793;-2894.20;6.7988;-1.8269E-02;9.3732E-06;161.238;0.5932;-1.4787E-03;1.9294E-06;0.1679;-6.4870E-05;-2.0353E-07;63.534;0.378;63.820;1.3373;9.79
10;4.23982;0.65009176;134.221;655.00;27.50;4.82E-04;278.47;0.243;0.417;325.37;188.82;41.36;-7.6408;1277.90;0.0152;-1.30E-05;0.2785;0.2593;0.2946;63.6620;-4631.30;-20.3950;7.8833E-03;4.4259E-14;166.278;0.5120;-1.2904E-03;1.7843E-06;0.1718;-7.6942E-05;-1.9556E-07;63.322;0.369;63.980;1.2500;4.81
10;3.98393;0.59823457;134.221;665.00;28.80;4.82E-04;278.47;0.251;0.414;328.71;210.27;41.39;-8.0223;1342.50;0.0159;-1.33E-05;0.2785;0.2564;0.2954;10.6760;-3016.60;0.5383;-7.7304E-03;4.0929E-06;166.344;0.5398;-1.3307E-03;1.7865E-06;0.1696;-7.0589E-05;-1.9320E-07;62.138;0.352;66.710;1.2610;4.62
10;3.72977;0.54672824;134.221;671.00;30.20;4.82E-04;278.47;0.261;0.407;329.82;256.89;41.42;-8.3616;1394.30;0.0165;-1.36E-05;0.2785;0.2531;0.2913;62.1330;-4666.50;-19.7240;7.3435E-03;-1.1916E-13;158.826;0.6217;-1.5067E-03;1.9010E-06;0.1651;-5.6796E-05;-2.0047E-07;65.477;0.383;70.000;1.2580;2.70
10;3.98438;0.59832538;134.221;667.00;28.80;4.90E-04;273.92;0.254;0.411;329.26;206.22;41.38;-7.9476;1336.10;0.0156;-1.31E-05;0.2741;0.2544;0.2857;60.0230;-4581.40;-18.9450;7.0278E-03;1.4101E-14;169.108;0.5214;-1.2872E-03;1.7327E-06;0.1699;-7.1620E-05;-1.9089E-07;65.793;0.385;65.420;1.2450;5.40
10;3.72886;0.54654256;134.221;680.00;28.80;5.07E-04;264.74;0.258;0.362;332.04;223.64;41.43;-7.2540;1259.50;0.0137;-1.14E-05;0.2647;0.2401;0.2849;36.9980;-3936.00;-9.7603;7.2747E-11;1.6679E-06;164.743;0.5369;-1.2975E-03;1.7105E-06;0.1672;-6.6945E-05;-1.8379E-07;67.496;0.416;71.360;1.2940;4.16
10;3.98386;0.59821921;134.221;663.00;28.80;4.82E-04;278.47;0.252;0.411;327.59;219.52;41.38;-8.0136;1337.70;0.0159;-1.34E-05;0.2785;0.2563;0.2932;11.0140;-2980.10;0.2701;-6.7946E-03;3.5409E-06;163.601;0.5573;-1.3762E-03;1.8250E-06;0.1687;-6.8050E-05;-1.9676E-07;61.878;0.352;66.990;1.2570;3.87
10;3.21045;0.44148417;134.221;650.15;30.40;4.56E-04;294.34;0.256;0.381;328.15;221.70;41.49;-8.5265;1376.10;0.0173;-1.46E-05;0.2943;0.2750;0.3224;-7.0438;-2689.20;8.7843;-2.1426E-02;1.1248E-05;154.755;0.5321;-1.3010E-03;1.7679E-06;0.1665;-6.9119E-05;-2.0061E-07;67.524;0.480;59.283;1.2833;5.97
10;2.38056;0.27330209;134.221;660.70;28.60;4.82E-04;278.47;0.251;0.411;326.48;212.85;41.48;-8.0048;1331.90;0.0159;-1.34E-05;0.2994;0.2780;0.3041;11.6230;-2466.60;-1.2619;0.0000E+00;0.0000E+00;166.181;0.5311;-1.3174E-03;1.7644E-06;0.1691;-7.0199E-05;-1.9602E-07;63.490;0.380;60.232;1.2222;5.83
10;2.63454;0.32477385;134.221;656.40;28.60;4.82E-04;278.47;0.253;0.412;324.26;190.57;41.45;-8.0708;1333.20;0.0162;-1.37E-05;0.2785;0.2628;0.2857;11.7290;-2459.20;-1.2961;0.0000E+00;0.0000E+00;171.531;0.4915;-1.2295E-03;1.7044E-06;0.1707;-7.6801E-05;-1.9260E-07;63.072;0.380;60.100;1.2222;9.86
10;2.63476;0.32481844;134.221;658.50;28.60;4.82E-04;278.47;0.252;0.381;323.15;212.46;41.46;-7.6949;1283.20;0.0152;-1.29E-05;0.2785;0.2640;0.2857;15.8890;-2733.70;-2.6275;0.0000E+00;0.0000E+00;165.604;0.5044;-1.2450E-03;1.6837E-06;0.1680;-7.1029E-05;-1.9446E-07;61.871;0.380;59.671;1.2222;11.46
10;5.90752;0.98805988;134.221;679.00;29.70;4.82E-04;278.47;0.254;0.424;336.48;249.46;41.28;-8.2350;1394.40;0.0161;-1.32E-05;0.2777;0.2543;0.2857;37.8745;-3998.10;-10.0764;-9.1019E-07;1.9252E-06;101.280;1.2219;-3.0164E-03;3.1337E-06;0.1667;-5.8408E-05;-1.9549E-07;66.027;0.370;68.250;1.2330;4.94
10;5.90926;0.98841150;134.221;675.15;29.38;4.82E-04;278.47;0.252;0.435;327.59;352.38;41.12;-8.3008;1398.60;0.0163;-1.35E-05;0.2768;0.2538;0.2857;48.3510;-4473.80;-13.7134;3.9000E-05;3.0463E-06;54.492;1.4297;-3.3077E-03;3.2229E-06;0.1198;1.0320E-04;-2.5653E-07;65.063;0.358;65.100;1.2100;1.00
10;5.64914;0.93569836;134.221;695.10;28.40;4.88E-04;275.61;0.239;0.368;339.26;266.91;41.28;-7.0628;1259.00;0.0131;-1.07E-05;0.2643;0.2370;0.2857;42.9352;-4318.90;-11.7578;-7.2371E-06;2.1244E-06;257.596;-0.2946;7.5542E-04;0.0000E+00;0.1644;-5.3871E-05;-1.8725E-07;70.088;0.380;59.341;1.2222;4.26
