cumene,p-ethyltoluene,m-ethyltoluene,o-ethyltoluene,mesitylene,propylbenzene,"1,2,3-trimethylbenzene","1,2,4-trimethylbenzene"
2.9174738400000004,2.6001295287500006,2.5998898250000004,2.349272187500001,4.750598768750001,1.0169329825000004,4.246990856250001,4.500085140000001
