tert-butylbenzene,sec-butylbenzene,butylbenzene,m-cymene,p-cymene,o-cymene,m-diethylbenzene,o-diethylbenzene,p-diethylbenzene,5-ethyl-m-xylene,4-ethyl-m-xylene,2-ethyl-m-xylene,4-ethyl-o-xylene,3-ethyl-o-xylene,2-ethyl-p-xylene,isobutylbenzene,1-methyl-2-propylbenzene,1-methyl-3-propylbenzene,1-methyl-4-propylbenzene,"1,2,3,5-tetramethylbenzene","1,2,4,5-tetramethylbenzene","1,2,3,4-tetramethylbenzene"
5.966439675000002,2.3830793437500004,1.0319486925,4.560410660000001,4.56053884,4.30458824,2.0598252312500005,1.8065875562500004,2.0597366362500003,4.239820612500001,3.983931780000001,3.7297742550000015,3.984379900000001,3.728858010000001,3.9838559950000016,3.2104483675000006,2.3805554062500005,2.634542321250001,2.6347623750000007,5.907521250000002,5.909256312500002,5.649143812500001
