Name;SMILES
heptane;CCCCCCC
octane;CCCCCCCC
nonane;CCCCCCCCC
decane;CCCCCCCCCC
undecane;CCCCCCCCCCC
dodecane;CCCCCCCCCCCC
tridecane;CCCCCCCCCCCCC
tetradecane;CCCCCCCCCCCCCC
pentadecane;CCCCCCCCCCCCCCC
hexadecane;CCCCCCCCCCCCCCCC
heptadecane;CCCCCCCCCCCCCCCCC
octadecane;CCCCCCCCCCCCCCCCCC
nonadecane;CCCCCCCCCCCCCCCCCCC
eicosane;CCCCCCCCCCCCCCCCCCCC
