cycloheptane,"cis-1,2-dimethylcyclopentane","cis-1,3-dimethylcyclopentane","trans-1,3-dimethylcyclopentane","trans-1,2-dimethylcyclopentane","1,1-dimethylcyclopentane",ethylcyclopentane,methylcyclohexane
-0.0,3.331183170000001,3.6161966137500006,3.6153814950000007,3.3301707075000007,4.989059130000002,1.1614633450000005,1.8030682750000004
