cyclohexane,"1,trans-2-dimethylcyclobutane","1,1-dimethylcyclobutane","1,cis-2-dimethylcyclobutane","1,cis-3-dimethylcyclobutane","1,trans-3-dimethylcyclobutane",ethylcyclobutane,isopropylcyclopropane,1-methyl-1-ethylcyclopropane,1-methyl-cis-2-ethylcyclopropane,methylcyclopentane,1-methyl-trans-2-ethylcyclopropane,propylcyclopropane,"1,1,2-trimethylcyclopropane","1,cis-2,cis-3-trimethylcyclopropane","1,cis-2,trans-3-trimethylcyclopropane"
-0.0,3.3789247425000006,5.063732450000002,3.3779514150000005,3.6706331050000007,3.6696598800000007,1.1781825200000005,3.450735135000001,4.101953537500001,2.7792121875,1.8092115812500005,2.7796584375000006,1.2036743600000004,6.572675538750002,4.7295721550000005,4.730135987500001
