cyclooctane,"cis-1,4-dimethylcyclohexane","1,1-dimethylcyclohexane","cis-1,2-dimethylcyclohexane","trans-1,2-dimethylcyclohexane","trans-1,3-dimethylcyclohexane","trans-1,4-dimethylcyclohexane","cis-1,3-dimethylcyclohexane",ethylcyclohexane,isopropylcyclopentane,1-methyl-1-ethylcyclopentane,1-methyl-cis-2-ethylcyclopentane,1-methyl-cis-3-ethylcyclopentane,1-methyl-trans-2-ethylcyclopentane,1-methyl-trans-3-ethylcyclopentane,propylcyclopentane,"1,cis-2,trans-4-trimethylcyclopentane","1,trans-2,cis-3-trimethylcyclopentane","1,1,3-trimethylcyclopentane","1,cis-2,trans-3-trimethylcyclopentane","1,1,2-trimethylcyclopentane","1,trans-2,cis-4-trimethylcyclopentane","1,cis-2,cis-3-trimethylcyclopentane","1,cis-2,cis-4-trimethylcyclopentane"
-0.0,3.605989800000001,4.978145427500001,3.323946925000001,3.3234917300000006,3.6090054075000015,3.609234315000001,3.6038301075000008,1.1574984450000003,3.3305365600000005,3.955812866250001,2.6814836400000006,2.9675746525000006,2.6806620000000008,2.9675011112500007,1.1600885250000004,5.1359275912500015,4.8502997500000005,6.793107320000001,4.849721250000001,6.336971845000001,5.135343086250002,4.848728900000001,5.135559918750002
