nC;eta_B_star;eta_B_star_norm;W;Tc;Pc;Vc;rhoc;Zc;omega;Tf;Tfz;Hc;Amu;Bmu;Cmu;Dmu;Arho;Brho;Crho;Asat;Bsat;Csat;Dsat;Esat;Ac;Bc;Cc;Dc;Ak;Bk;Ck;Avap;Bvap;Asigma;Bsigma;DCN
7;5.44459;0.55796085;100.204;536.4;29.46;0.000414;242.04;0.273;0.267;268.15;138.7;44.46;-4.1595;577.93;0.0094;-1.15e-05;0.2479;0.2701;0.3084;30.257;-2631.3;-7.9839;4.6848e-13;2.717e-06;118.692;0.6025;-0.001934;3.0327e-06;0.1932;-0.00012575;-2.879e-07;45.35;0.381;51.57;1.2257;19.32
7;6.57163;0.70845524;100.204;520.5;27.73;0.000416;240.88;0.267;0.288;264.82;149.34;44.45;-0.1129;39.65;-0.0005;-4.05e-06;0.2451;0.2767;0.283;6.2875;-2168.2;2.6936;-0.015525;1.0917e-05;115.052;0.6577;-0.0021698;3.3303e-06;0.194;-0.00012397;-3.1778e-07;44.802;0.377;49.26;1.215;23.24
7;5.36316;0.5470876;100.204;519.79;27.37;0.000418;239.72;0.265;0.302;260.93;153.91;44.48;0.478;-34.54;-0.0019;-2.92e-06;0.2396;0.2753;0.2695;35.944;-2846;-9.9938;8.0693e-11;3.6419e-06;118.526;0.7006;-0.0023161;3.4981e-06;0.1709;-0.00012176;-3.2446e-07;46.86;0.397;49.068;1.2002;28.7
7;4.34311;0.41087939;100.204;537.35;29.08;0.000393;254.97;0.256;0.292;269.82;138.15;44.55;-4.079;571.99;0.0092;-1.14e-05;0.2532;0.2861;0.2713;39.774;-2905;-12.012;0.0051334;-2.3807e-14;85.488;0.9323;-0.0028826;3.7624e-06;0.1948;-0.00012543;-2.915e-07;46.866;0.382;51.376;1.199;21.9
7;1.26607;0;100.204;540.64;28.91;0.000416;240.88;0.268;0.309;272.04;154.55;44.59;-4.4402;625.16;0.0101;-1.21e-05;0.2426;0.2644;0.2914;8.5463;-2297.9;1.5503;-0.012233;8.267e-06;116.451;0.7099;-0.0022627;3.3492e-06;0.2752;-0.00074841;6.764e-07;47.325;0.373;53.47;1.2315;34.1
7;1.97411;0.09454483;100.204;535.25;28.14;0.000404;248.03;0.255;0.322;269.26;153.75;44.57;-24.443;2944.9;0.0658;-6.21e-05;0.2451;0.2806;0.2625;35.254;-2931;-9.6667;-5.2026e-11;3.2107e-06;142.593;0.5408;-0.0016598;2.5999e-06;0.1953;-0.000119;-3.0724e-07;48.924;0.393;51.385;1.2024;42
7;2.67848;0.18860083;100.204;530.37;27.34;0.000421;238.01;0.261;0.328;269.26;154.9;44.54;-7.2033;979.69;0.017;-1.79e-05;0.2379;0.2697;0.279;54.108;-3378.5;-17.547;0.0082594;-3.4967e-14;118.184;0.7128;-0.0023129;3.4493e-06;0.2384;-0.00056464;4.4364e-07;49.917;0.408;50.354;1.1933;43.5
7;8.75498;1;100.204;531.17;29.5;0.000398;251.77;0.266;0.25;265.37;248.57;44.46;0.3971;167.99;-0.0044;9.43e-07;0.2494;0.2792;0.28;32.363;-2661.4;-8.7743;-7.687e-10;3.2006e-06;0.826;1.7037;-0.005065;5.8856e-06;0.1531;-7.3384e-05;-3.5659e-07;43.6;0.372;51.54;1.212;12.9
8;3.59726;0.21432769;114.231;568.8;26.9;0.000466;245.13;0.265;0.338;284.82;150.93;44.37;-6.8074;985.01;0.0152;-1.52e-05;0.2418;0.2658;0.2676;38.612;-3268.5;-10.752;3.6386e-09;3.2771e-06;161.2;0.5348;-0.0015646;2.4208e-06;0.1942;-0.00014858;-2.1088e-07;51.624;0.377;52.345;1.2166;26.42
8;5.38636;0.37772813;114.231;562;26.5;0.000443;258.44;0.251;0.32;282.04;147.05;44.4;-3.9015;628.72;0.0076;-9.08e-06;0.2551;0.2901;0.2568;38.071;-3173.6;-10.617;6.309e-11;3.3817e-06;162.481;0.6049;-0.0018604;2.7473e-06;0.1847;-0.00010941;-2.6092e-07;51.708;0.398;49.385;1.184;26.21
8;5.30041;0.36987796;114.231;550;24.9;0.000482;236.99;0.262;0.358;280.37;182;44.37;-4.4617;688.25;0.0094;-1.1e-05;0.2358;0.2633;0.2782;40.026;-3264.7;-11.282;-6.5408e-10;3.62e-06;117.48;1.0073;-0.0031157;4.2149e-06;0.1627;-9.6171e-05;-2.9727e-07;52.445;0.397;48.65;1.1851;34.77
8;6.50074;0.47950538;114.231;549.8;25.3;0.000478;238.98;0.265;0.338;278.71;151.97;44.36;-3.6086;621.34;0.0066;-8.28e-06;0.2367;0.2639;0.2777;38.767;-3184.1;-10.857;1.9275e-12;3.4797e-06;154.829;0.645;-0.0019537;3.0096e-06;0.2065;-0.00038225;1.9267e-07;52.211;0.407;48.36;1.1855;32.78
8;4.29215;0.27779297;114.231;563.4;26.3;0.000468;244.08;0.263;0.347;278.71;149.42;44.45;-6.5588;957.43;0.0145;-1.48e-05;0.2419;0.2682;0.2695;57.378;-3714.3;-18.599;0.0082907;-2.8441e-12;160.645;0.5653;-0.0016703;2.5708e-06;0.1858;-0.00010797;-2.644e-07;51.6;0.377;50.276;1.1887;27.94
8;4.60266;0.30615203;114.231;553.5;25.6;0.000472;242.01;0.263;0.344;283.15;149.42;44.41;-4.2728;724.48;0.0083;-9.72e-06;0.2472;0.2728;0.2985;56.288;-3622.5;-18.225;0.0081864;8.7232e-12;156.684;0.6364;-0.0018979;2.9478e-06;0.186;-0.00010941;-2.7487e-07;50.874;0.382;49.322;1.1933;33.84
8;3.59514;0.21413401;114.231;567;27.1;0.000445;256.7;0.256;0.361;283.71;158.2;44.46;-11.243;1516.9;0.0266;-2.46e-05;0.2348;0.254;0.2857;70.521;-4006.2;-24.167;0.014484;-2.5304e-06;223.04;-0.1808;0.00084029;0;0.2377;-0.00055837;4.4188e-07;51.179;0.38;52.428;1.2222;24.43
8;1.25055;0;114.231;565.4;26.1;0.000455;251.06;0.253;0.363;285.37;154.69;44.36;-10.634;1469.5;0.0247;-2.3e-05;0.248;0.2773;0.2657;40.208;-3365.1;-11.285;-5.418e-09;3.4199e-06;160.133;0.6469;-0.0018763;2.7299e-06;0.1959;-0.00015007;-2.1671e-07;52.754;0.38;53.2;1.2355;36.06
8;4.26948;0.27572216;114.231;576.5;28.1;0.000455;251.06;0.267;0.305;285.37;182.28;44.44;-4.4944;709.74;0.0092;-1.03e-05;0.251;0.2725;0.2817;35.252;-3087.1;-9.6172;-2.3414e-11;2.9375e-06;157.094;0.586;-0.0016436;2.437e-06;0.1806;-9.536e-05;-2.5702e-07;50.35;0.377;51.235;1.191;18.21
8;2.64824;0.12765281;114.231;559.64;24.85;0.000488;234.08;0.261;0.377;284.82;164.16;44.43;-4.8603;715.64;0.0108;-1.23e-05;0.2318;0.259;0.2713;37.693;-3261.1;-10.391;-1.0524e-12;3.056e-06;134.965;0.8146;-0.0025182;3.5416e-06;0.1692;-0.00010209;-2.8141e-07;59.503;0.481;50.283;1.2017;52.6
8;1.95047;0.06392428;114.231;561.74;25.42;0.000476;239.98;0.259;0.371;284.82;152.2;44.46;-4.8435;708.87;0.0108;-1.23e-05;0.2394;0.2588;0.2832;40.208;-3366.1;-11.279;-8.7855e-11;3.4055e-06;143.202;0.7557;-0.0023377;3.4039e-06;0.1871;-0.00010669;-2.7192e-07;54.857;0.405;50.767;1.1962;41.67
8;1.9489;0.06378099;114.231;563.67;25.46;0.000464;246.19;0.252;0.372;285.93;152.6;44.45;-4.7395;698.67;0.0105;-1.2e-05;0.2446;0.2744;0.2713;52.883;-3623.1;-16.804;0.0071828;7.4077e-14;148.156;0.6756;-0.0020742;3.0104e-06;0.2322;-0.00049229;3.5031e-07;55.167;0.406;54.07;1.272;43.73
8;12.19972;1;114.231;567.8;28.7;0.000462;247.79;0.28;0.251;278.71;174.96;44.29;-5.3965;891.41;0.0105;-1.08e-05;0.2474;0.28;0.2857;58.2272;-4326.9;-17.2776;4.9512e-09;4.0787e-06;236.692;-0.1856;0.00082075;0;0.153;1.797e-05;-3.8866e-07;47.805;0.38;50.241;1.2222;8.17
8;7.95816;0.61261307;114.231;563.5;27.3;0.000436;262;0.254;0.297;280.37;160.89;44.4;-3.779;659.32;0.0069;-8.39e-06;0.2606;0.2907;0.2734;35.954;-3056.9;-9.8896;-7.2916e-11;3.106e-06;162.009;0.5141;-0.0014767;2.2768e-06;0.1822;-0.00010471;-2.6077e-07;50.473;0.396;49.108;1.1784;17.24
8;7.54367;0.57475792;114.231;573.5;28.2;0.000455;251.06;0.269;0.29;283.15;172.22;44.41;-4.4482;762.67;0.0084;-9.25e-06;0.2509;0.2745;0.2741;33.967;-2998.2;-9.1858;-2.1839e-10;2.81e-06;137.011;0.7766;-0.0023224;3.1604e-06;0.1807;-9.9629e-05;-2.5371e-07;49.91;0.383;50.4;1.1863;14.59
8;6.64024;0.4922463;114.231;566.3;27.3;0.00046;248.33;0.267;0.315;282.59;163.95;44.42;-3.4581;604.45;0.0064;-8.08e-06;0.2431;0.2679;0.2647;34.156;-3023.2;-9.2267;2.7691e-11;2.7828e-06;133.693;0.7096;-0.0021657;3.0284e-06;0.1828;-0.00010293;-2.618e-07;50.752;0.385;50.33;1.1898;20.17
8;9.1511;0.7215662;114.231;543.96;25.7;0.000468;244.08;0.266;0.303;260.93;165.78;44.38;-15.042;2002.1;0.0371;-3.45e-05;0.2456;0.2737;0.2846;50.342;-3278.9;-16.111;0.007426;-9.1804e-14;122.772;0.7949;-0.0024977;3.5652e-06;0.1338;-4.6738e-05;-2.1747e-07;42.901;0.281;47.434;1.1975;17.8
9;3.1261;0.16201539;128.258;610.05;26.75;0.000473;271.16;0.249;0.338;302.04;240.12;44.37;-7.1085;1199.5;0.0139;-1.26e-05;0.2712;0.2898;0.2934;-12.547;-2182.8;10.63;-0.022169;1.1665e-05;100.112;1.3624;-0.0036579;4.0967e-06;0.1682;-6.5398e-05;-2.4298e-07;53.622;0.36;53.366;1.236;21.97
9;7.20099;0.51205163;128.258;590;25.7;0.000511;250.99;0.268;0.335;294.26;173.68;44.39;-6.0895;1033.9;0.0118;-1.15e-05;0.2498;0.269;0.2857;10.104;-2614.2;0.9071;-0.010373;6.3652e-06;172.716;0.6219;-0.0017285;2.5414e-06;0.1739;-9.0365e-05;-2.3597e-07;53.749;0.382;53.58;1.2701;22.79
9;5.88422;0.39894029;128.258;591;25.3;0.000512;250.5;0.264;0.353;295.93;150.79;44.42;-6.0364;1030.9;0.0117;-1.15e-05;0.2484;0.2659;0.2857;12.553;-2730.6;0.036;-0.01032;6.6977e-06;181.127;0.5932;-0.0016694;2.5271e-06;0.1765;-9.7301e-05;-2.2989e-07;54.246;0.377;53.703;1.2494;24.28
9;6.36982;0.44065349;128.258;606.8;26.85;0.000477;268.88;0.254;0.349;300.93;173.67;44.37;-7.3677;1228;0.0146;-1.33e-05;0.2426;0.254;0.2857;113.95;-5321.8;-41.997;0.031893;-9.1036e-06;262.7;-0.207;0.00087062;0;0.1739;-8.8686e-05;-2.2215e-07;55.016;0.38;51.774;1.2222;17.15
9;4.56302;0.28544786;128.258;581.1;23.51;0.000522;245.7;0.254;0.393;295.93;160.16;44.31;-4.7906;769.71;0.0099;-1.09e-05;0.2335;0.254;0.2857;19.076;-2668.5;-3.7033;0;0;247.061;-0.1943;0.00088543;0;0.1784;-9.4529e-05;-2.4926e-07;56.558;0.38;50.344;1.2222;41.6
9;5.25628;0.34499954;128.258;579;23;0.00052;246.65;0.248;0.393;299.26;170.25;44.3;-4.1914;689.48;0.0085;-9.84e-06;0.2467;0.2728;0.2923;49.678;-3712.8;-15.362;0.0058912;1.0266e-13;172.485;0.7211;-0.0020692;3.0055e-06;0.1779;-9.1024e-05;-2.5598e-07;58.107;0.406;50.17;1.238;44.97
9;3.56209;0.1994674;128.258;591.9;24.62;0.000503;254.99;0.252;0.379;298.71;170.26;44.36;-5.7755;914.08;0.0121;-1.22e-05;0.2354;0.252;0.2857;73.325;-4408.9;-24.822;0.0132;-1.7419e-06;256.472;-0.2126;0.00090306;0;0.1765;-9.0331e-05;-2.4003e-07;57.382;0.38;52.694;1.2222;29.51
9;3.87194;0.22608359;128.258;583.2;24.01;0.00051;251.49;0.253;0.385;295.93;170.26;44.32;-5.2252;828.12;0.0109;-1.16e-05;0.2344;0.253;0.2857;51.85;-3875;-15.826;0.0036661;2.0126e-06;250.917;-0.215;0.0009106;0;0.177;-9.1e-05;-2.4931e-07;56.442;0.38;51.263;1.2222;39.01
9;4.25792;0.25923952;128.258;589.6;24.01;0.000515;249.04;0.252;0.385;298.15;160.16;44.34;-5.2707;846.27;0.0109;-1.14e-05;0.2339;0.252;0.2857;72.938;-4420.9;-24.596;0.012655;-1.4424e-06;252.537;-0.1935;0.00088253;0;0.1779;-9.3742e-05;-2.402e-07;57.171;0.38;51.886;1.2222;36.3
9;4.56226;0.28538311;128.258;576.8;23.41;0.000517;248.08;0.252;0.39;293.71;160.16;44.31;-4.5466;730.04;0.0094;-1.06e-05;0.2322;0.252;0.2857;43.367;-3662.8;-12.245;-0.00031999;3.6684e-06;243.392;-0.1972;0.00089422;0;0.1783;-9.5076e-05;-2.5287e-07;56.149;0.38;50.832;1.2222;39.27
9;5.33782;0.35200446;128.258;585.4;24.32;0.000501;256;0.25;0.364;295.37;170.26;44.31;-5.2147;828.87;0.0108;-1.14e-05;0.2328;0.25;0.2857;64.874;-4109.8;-21.453;0.010302;-7.4066e-07;250.045;-0.2152;0.00090978;0;0.176;-9.1207e-05;-2.4431e-07;55.695;0.38;51.567;1.2222;32.7
9;6.44225;0.44687568;128.258;576.8;23.5;0.000519;247.13;0.254;0.39;297.04;160.15;44.27;-4.6655;745.01;0.0097;-1.09e-05;0.2471;0.2723;0.2938;45.144;-3701.1;-12.947;7.5743e-11;3.8061e-06;177.316;0.7046;-0.002035;3.0139e-06;0.1782;-9.5118e-05;-2.5257e-07;56.72;0.396;51.63;1.2767;43.14
9;3.56359;0.19959602;128.258;588.1;24.52;0.000497;258.06;0.249;0.378;297.04;160.16;44.36;-5.662;892.27;0.0119;-1.22e-05;0.2342;0.249;0.2857;69.467;-4284.5;-23.255;0.011739;-1.2011e-06;249.595;-0.1955;0.0008876;0;0.1772;-9.4166e-05;-2.3955e-07;56.794;0.38;53.025;1.2222;29.2
9;3.8717;0.22606334;128.258;580;24.01;0.000504;254.48;0.251;0.386;294.26;160.16;44.35;-5.2203;821.25;0.011;-1.17e-05;0.2336;0.251;0.2857;54.648;-3913.4;-17.035;0.0050564;1.4792e-06;244.519;-0.1962;0.00089043;0;0.2483;-0.00063025;5.75e-07;56.447;0.38;51.507;1.2222;29.01
9;4.23281;0.25708238;128.258;597.5;25.53;0.000487;263.36;0.25;0.352;298.71;160.16;44.38;-6.1575;969.95;0.0128;-1.26e-05;0.2362;0.25;0.2857;65.44;-4135.6;-21.749;0.010999;-1.1938e-06;252.843;-0.1886;0.00086329;0;0.1757;-9.3619e-05;-2.2733e-07;55.932;0.38;52.996;1.2222;22.03
9;2.8724;0.1402228;128.258;593.7;25.13;0.00049;261.75;0.249;0.372;298.15;160.16;44.32;-6.1385;962.75;0.0129;-1.28e-05;0.2357;0.249;0.2857;66.922;-4228.2;-22.222;0.010861;-9.5641e-07;252.536;-0.193;0.00087872;0;0.1767;-9.3719e-05;-2.3319e-07;57.271;0.38;53.482;1.2222;27.19
9;1.24002;0;128.258;584.95;23.25;0.000534;240.63;0.255;0.416;298.71;159.96;44.37;-4.9283;797.15;0.0102;-1.11e-05;0.2375;0.255;0.2857;93.555;-4960.3;-33.114;0.021111;-4.5301e-06;254.613;-0.1955;0.00089291;0;0.1796;-9.3676e-05;-2.493e-07;58.541;0.38;53.434;1.2222;40.51
9;1.24016;1.151e-05;128.258;590;23.9;0.000528;242.91;0.257;0.408;299.82;158.25;44.38;-5.4953;878.32;0.0115;-1.19e-05;0.2429;0.2654;0.279;12.647;-2894.3;0.2771;-0.011564;7.3625e-06;185.753;0.6745;-0.0019256;2.8226e-06;0.1791;-9.3928e-05;-2.4233e-07;57.608;0.382;54.1;1.2544;39.59
9;2.62641;0.11909147;128.258;586.75;22.9;0.000541;237.08;0.254;0.422;300.37;192.78;44.34;-4.7226;774.78;0.0097;-1.06e-05;0.2341;0.2571;0.2857;6.0191;-2857.9;3.4068;-0.016572;9.8047e-06;164.564;0.8398;-0.0023869;3.3063e-06;0.1772;-8.1108e-05;-2.6194e-07;59.521;0.397;53.22;1.2813;54.98
9;1.93241;0.05947692;128.258;590.15;23.41;0.000529;242.45;0.252;0.413;300.93;165.55;44.36;-5.1304;832.41;0.0106;-1.12e-05;0.2425;0.2671;0.2801;9.8147;-2960.9;1.9061;-0.015675;9.7961e-06;181.517;0.69;-0.0019635;2.8403e-06;0.179;-9.1236e-05;-2.4611e-07;59.28;0.397;53.41;1.2656;47.02
9;1.93351;0.05957107;128.258;587.65;23.41;0.000523;245.24;0.251;0.413;299.82;159.95;44.35;-5.109;824.82;0.0106;-1.13e-05;0.2452;0.2657;0.2998;11.201;-2946.7;1.2133;-0.014423;9.177e-06;177.646;0.7134;-0.0020348;2.9839e-06;0.1794;-9.3477e-05;-2.4609e-07;58.567;0.392;53.28;1.2545;44.54
9;10.99091;0.83760959;128.258;610.85;27.36;0.000478;268.32;0.258;0.28;298.15;263.26;44.35;-6.6824;1138.9;0.0128;-1.16e-05;0.2683;0.2839;0.2971;35.422;-3276;-9.5678;9.0298e-10;2.4355e-06;51.432;1.6682;-0.0043927;4.6698e-06;0.1638;-5.8179e-05;-2.4413e-07;53.924;0.396;51.726;1.2143;9.51
9;10.20976;0.77050754;128.258;592.15;25.64;0.00049;261.75;0.255;0.311;293.71;152.06;44.37;-5.6937;984.57;0.0108;-1.06e-05;0.2618;0.2817;0.292;52.344;-3647.7;-16.608;0.0069991;-5.101e-14;181.88;0.5346;-0.0014697;2.2562e-06;0.1745;-9.7318e-05;-2.2416e-07;55.257;0.414;49.472;1.1857;12.22
9;9.60848;0.71885747;128.258;592.6;27.2;0.000517;248.56;0.285;0.313;299.26;171.1;44.35;-7.054;1185.1;0.0138;-1.25e-05;0.2369;0.251;0.2857;65.988;-4067.2;-22.199;0.012445;-2.0351e-06;241.147;-0.1682;0.00082339;0;0.1726;-8.995e-05;-2.1682e-07;54.038;0.38;50.666;1.2222;12.42
9;12.88136;1;128.258;571.35;23.61;0.000504;254.48;0.251;0.316;287.59;206.95;44.32;-2.8497;587.14;0.0042;-5.9e-06;0.2545;0.2789;0.2863;-3.8184;-2244.2;7.0671;-0.019644;1.1435e-05;110.024;1.1491;-0.0033554;4.1855e-06;0.1713;-7.9243e-05;-2.6804e-07;50.787;0.378;50.15;1.2522;9.29
9;9.07069;0.67266111;128.258;568.05;23.3;0.000519;247.13;0.256;0.357;285.93;167.39;44.23;-3.0396;608.74;0.0048;-6.6e-06;0.2454;0.2675;0.2954;7.8816;-2642.2;2.3902;-0.015376;9.7931e-06;164.72;0.7306;-0.00213;3.1505e-06;0.2786;-0.00063729;2.876e-07;54.045;0.396;47.943;1.2025;24
9;7.88794;0.57106187;128.258;588;24.9;0.000499;257.03;0.254;0.332;294.26;153.16;44.31;-5.208;918.29;0.0097;-9.91e-06;0.2366;0.254;0.2857;39.802;-3450.8;-11.093;4.0116e-06;3.0574e-06;242.06;-0.1718;0.00083347;0;0.1759;-9.7098e-05;-2.3176e-07;54.376;0.38;50.852;1.2222;20.45
9;6.88896;0.48524868;128.258;579.2;23.61;0.000521;246.18;0.255;0.292;293.15;145.36;44.3;-4.6149;829.63;0.0085;-9.27e-06;0.2355;0.254;0.2857;48.359;-3709.1;-14.491;0.0026885;2.3246e-06;236.67;-0.162;0.00083248;0;0.3522;-0.0012458;1.4156e-06;54.893;0.38;50.389;1.2222;26.97
9;6.78388;0.4762214;128.258;602.3;23.68;0.000522;245.7;0.247;0.328;298.15;171.96;44.36;-6.6002;1119.6;0.0128;-1.2e-05;0.2401;0.254;0.2857;37.9231;-3398.3;-10.438;1.0394e-09;2.8419e-06;256.9;-0.2029;0.00086327;0;0.1735;-8.9888e-05;-2.2364e-07;54.63;0.38;52.532;1.2222;18.97
9;5.88965;0.39940709;128.258;594.5;23.61;0.000521;246.18;0.249;0.352;297.59;156.36;44.35;-6.054;1039.3;0.0117;-1.13e-05;0.2376;0.252;0.2857;40.0582;-3493.5;-11.1797;3.183e-09;3.1457e-06;249.607;-0.18;0.00084982;0;0.1761;-9.5112e-05;-2.2896e-07;55.928;0.38;52.293;1.2222;22.16
9;7.96669;0.57782602;128.258;581.5;23.68;0.000522;245.7;0.256;0.344;292.59;159.78;44.33;-4.6956;842.09;0.0086;-9.24e-06;0.2336;0.251;0.2857;38.5267;-3341.3;-10.6981;4.6668e-09;3.1273e-06;240.788;-0.1905;0.00087041;0;0.176;-9.556e-05;-2.4129e-07;53.835;0.38;49.963;1.2222;19.76
9;7.48086;0.53609335;128.258;596;25.53;0.000491;261.22;0.253;0.333;296.48;156.36;44.33;-6.0364;1037.3;0.0116;-1.12e-05;0.2379;0.253;0.2857;20.091;-2469.9;-4.3621;-1.1907e-10;1.2454e-06;248.056;-0.1762;0.00083591;0;0.1751;-9.5247e-05;-2.25e-07;54.541;0.38;51.244;1.2222;19.45
9;8.38424;0.61369382;128.258;573.5;24.17;0.000509;253.98;0.256;0.343;290.37;153;44.3;-2.7956;588.35;0.004;-5.71e-06;0.2338;0.253;0.2857;39.9247;-3419.39;-11.1298;-8.7936e-10;3.0426e-06;233.575;-0.1777;0.00085469;0;0.177;-9.8676e-05;-2.4743e-07;53.542;0.38;49.256;1.2222;23.46
10;5.30245;0.32577931;142.285;612.1;22.19;0.000557;255.45;0.243;0.404;310.93;219.16;44.24;-5.2145;887.22;0.0102;-1.04e-05;0.2283;0.243;0.2857;54.908;-4210.3;-16.83;0.0039908;1.7435e-06;306.637;-0.3562;0.0011158;0;0.1665;-6.5858e-05;-2.3752e-07;60.176;0.38;49.823;1.2222;41.74
10;3.53677;0.18451653;142.285;612.2;22.39;0.000546;260.6;0.24;0.418;312.04;219.16;44.3;-5.5775;935.34;0.0111;-1.11e-05;0.2285;0.24;0.2857;76.038;-4782.8;-25.49;0.012197;-1.1443e-06;308.309;-0.3634;0.001134;0;0.1668;-6.5598e-05;-2.3853e-07;60.689;0.38;50.695;1.2222;33.44
10;3.84666;0.20930927;142.285;608.3;21.89;0.000562;253.18;0.243;0.424;310.93;219.16;44.27;-5.2143;882.74;0.0104;-1.06e-05;0.228;0.243;0.2857;49.328;-4133.5;-14.367;0.00090414;3.057e-06;306.433;-0.362;0.0011316;0;0.1673;-6.5276e-05;-2.4367e-07;61.216;0.38;50.073;1.2222;42.33
10;3.84264;0.20898749;142.285;606.3;21.89;0.000555;256.37;0.241;0.424;309.82;219.16;44.27;-5.2004;877.33;0.0104;-1.06e-05;0.2268;0.241;0.2857;67.078;-4553.8;-21.748;0.0082992;3.6514e-07;304.961;-0.3667;0.0011431;0;0.1672;-6.5327e-05;-2.4541e-07;60.682;0.38;50.039;1.2222;39.62
10;5.30138;0.32569383;142.285;606.9;22.09;0.000548;259.64;0.24;0.402;308.71;219.16;44.24;-5.0777;860.14;0.01;-1.03e-05;0.2254;0.24;0.2857;52.748;-4111.2;-15.989;0.0033029;2.0078e-06;302.371;-0.3637;0.0011344;0;0.1663;-6.603e-05;-2.4182e-07;59.573;0.38;52.493;1.2222;35.83
10;3.53648;0.18449329;142.285;614;22.39;0.000551;258.23;0.242;0.417;312.59;219.16;44.3;-5.5554;935.76;0.011;-1.1e-05;0.2292;0.242;0.2857;68.121;-4601.9;-22.192;0.0088808;5.5663e-08;309.671;-0.3591;0.0011231;0;0.1669;-6.5542e-05;-2.3705e-07;60.957;0.38;50.749;1.2222;33.51
10;4.53183;0.26412605;142.285;603.1;21.48;0.000576;247.02;0.247;0.453;310.93;219.16;44.25;-5.2003;874.76;0.0105;-1.09e-05;0.2289;0.247;0.2857;18.28;-2795.6;-3.3942;0;0;307.57;-0.365;0.0011423;0;0.1685;-6.4344e-05;-2.5268e-07;61.868;0.38;50.539;1.2222;51.7
10;4.53269;0.26419484;142.285;603;21.48;0.000569;250.06;0.244;0.432;309.26;219.16;44.25;-4.9025;834.26;0.0097;-1.03e-05;0.2275;0.244;0.2857;60.245;-4404.7;-18.847;0.005092;1.6422e-06;303.643;-0.3653;0.0011403;0;0.1677;-6.4949e-05;-2.5025e-07;61.011;0.38;49.674;1.2222;42.1
10;4.22863;0.23986899;142.285;613.2;21.89;0.000567;250.94;0.243;0.424;313.15;219.16;44.28;-5.2344;894.24;0.0103;-1.04e-05;0.2279;0.243;0.2857;66.639;-4601.4;-21.496;0.007842;5.1865e-07;310.889;-0.3603;0.0011271;0;0.1674;-6.5121e-05;-2.396e-07;61.42;0.38;50.216;1.2222;42.86
10;6.39562;0.4132382;142.285;602;21.6;0.000574;247.88;0.248;0.429;308.71;204.38;44.21;-5.0212;846.58;0.01;-1.05e-05;0.2479;0.2714;0.2931;3.7585;-2748.6;3.8574;-0.014111;7.6942e-06;183.234;0.8752;-0.0024074;3.2467e-06;0.1687;-7.0985e-05;-2.4395e-07;59.81;0.38;48.84;1.213;51.59
10;4.53256;0.26418458;142.285;599.4;21.38;0.000566;251.39;0.243;0.43;307.59;219.16;44.28;-4.7401;806.59;0.0094;-1.01e-05;0.226;0.243;0.2857;35.5;-3763.6;-8.6134;-0.0050412;5.3779e-06;300.513;-0.3684;0.0011483;0;0.1676;-6.5051e-05;-2.5341e-07;61.008;0.38;49.337;1.2222;45.78
10;9.81834;0.68707227;142.285;646;25.74;0.000503;282.87;0.241;0.311;316.48;191.46;44.32;-6.9156;1234.2;0.0127;-1.09e-05;0.2361;0.241;0.2857;74.566;-4532.9;-25.472;0.0147;-2.8218e-06;301.78;-0.2518;0.00093718;0;0.1637;-7.599e-05;-1.8865e-07;56.606;0.38;51.465;1.2222;12.92
10;9.45254;0.65780679;142.285;615.3;23.71;0.000518;274.68;0.24;0.346;307.59;191.46;44.31;-6.0784;1082.5;0.0113;-1.06e-05;0.2312;0.24;0.2857;61.187;-4160.7;-19.836;0.0085615;-3.1058e-07;284.11;-0.2705;0.00099146;0;0.1657;-7.7184e-05;-2.1565e-07;56.859;0.38;49.524;1.2222;17.33
10;7.63535;0.51242241;142.285;594.6;22.19;0.000539;263.98;0.242;0.384;302.59;219.16;44.26;-4.937;905.39;0.009;-9.33e-06;0.2282;0.242;0.2857;19.542;-3158.4;-2.3512;-0.0099985;6.9575e-06;288.944;-0.3612;0.0011276;0;0.1653;-6.6962e-05;-2.5009e-07;57.741;0.38;48.442;1.2222;24.24
10;7.14583;0.47325887;142.285;611.7;23.1;0.000526;270.5;0.239;0.369;308.15;219.16;44.27;-5.8684;1052.7;0.0109;-1.04e-05;0.2282;0.239;0.2857;51.39;-3979;-15.644;0.0038686;1.5493e-06;300.06;-0.3541;0.0011084;0;0.1647;-6.7251e-05;-2.3185e-07;58.11;0.38;49.612;1.2222;25.81
10;8.45241;0.57779163;142.285;642.3;25.43;0.000506;281.2;0.241;0.329;316.48;191.46;44.32;-6.9719;1238.7;0.0129;-1.12e-05;0.2351;0.241;0.2857;83.535;-4812.6;-29.052;0.017675;-3.744e-06;301.839;-0.2562;0.00095037;0;0.1645;-7.5892e-05;-1.9315e-07;57.72;0.38;51.821;1.2222;15.91
10;5.16202;0.31454458;142.285;617.3;23.41;0.000524;271.54;0.239;0.384;310.93;219.16;44.31;-6.3617;1127.3;0.012;-1.11e-05;0.2297;0.239;0.2857;75.069;-4660.9;-25.306;0.012913;-1.65e-06;306.225;-0.354;0.0011081;0;0.1651;-6.6802e-05;-2.2848e-07;59.078;0.38;50.885;1.2222;21.45
